household_id,kwh_per_occupant,kwh_per_sqft,usage_category
H4636,294.74,3.2389,High
H4637,252.73,1.8698,High
H4638,1483.97,0.497,High
H4639,961.37,1.2445,High
H4640,1114.66,0.37,High
H4641,1437.98,1.7952,High
H4642,224.06,2.0258,High
H4643,202.4,0.4275,High
H4644,1570.2,0.9711,High
H4645,1860.72,1.4424,High
H4646,1497.52,0.5305,High
H4647,653.03,0.4972,High
H4648,274.18,0.6756,High
H4649,315.88,0.4926,High
H4650,420.37,0.7725,
H4651,866.34,1.4796,High
H4652,1882.23,0.6864,High
H4653,624.95,0.3885,High
H4654,359.68,2.039,High
H4655,432.54,1.4993,High
H4656,323.59,1.1733,High
H4657,1735.13,1.1884,High
H4658,356.71,0.8342,High
H4659,1603.3,1.2091,High
H4660,297.96,0.5525,High
H4661,321.39,0.6431,High
H4662,287.15,0.6039,High
H4663,531.53,0.6195,High
H4664,1664.74,1.7004,High
H4665,280.07,0.9023,High
H4666,1272.83,0.5612,High
H4667,1929.49,0.6704,High
H4668,344.8,0.4404,High
H4669,838.05,0.7639,High
H4670,247.41,0.6977,High
H4671,269.79,2.1757,High
H4672,1266.19,0.4074,High
H4673,252.98,0.3855,High
H4674,1733.51,1.7318,High
H4675,209.16,0.6019,High
H4676,240.98,1.1314,High
H4677,320.66,0.7242,High
H4678,468.08,1.0259,High
H4679,216.43,1.4085,High
H4680,323.35,0.96,High
H4681,323.72,0.5233,High
H4682,390.89,2.4249,High
H4683,367.17,0.9804,High
H4684,399.35,1.3565,High
H4685,352.37,0.6496,High
H4686,507.3,0.813,High
H4687,586.91,1.0822,High
H4688,247.9,0.82,High
H4689,264.1,0.5359,High
H4690,373.27,0.6365,High
H4691,314.07,0.6087,High
H4692,779.94,0.7084,High
H4693,343.48,0.3062,High
H4694,266.4,1.5873,High
H4695,861.83,0.9262,High
H4696,380.09,0.693,High
H4697,890.8,0.5941,High
H4698,1764.73,1.9308,High
H4699,284.8,2.1071,High
H4700,1719.78,2.7964,High
H4701,583.79,0.7166,High
H4702,167.55,0.6119,High
H4703,194.89,0.5081,Medium
H4704,425.16,0.7146,High
H4705,270.62,0.426,High
H4706,1999.34,0.7025,High
H4707,318.93,0.6422,High
H4708,425.64,3.0732,High
H4709,533.12,0.604,High
H4710,377.86,1.0965,High
H4711,237.42,0.3765,High
H4712,2081.86,0.6043,
H4713,475.32,0.6443,High
H4714,935.38,0.8184,High
H4715,233.04,1.5157,Medium
H4716,357.3,0.9317,High
H4717,345.49,1.1342,High
H4718,393.51,0.8525,High
H4719,880.36,0.5475,High
H4720,391.43,2.874,High
H4721,1509.27,0.9794,High
H4722,811.3,0.7058,High
H4723,764.29,0.479,High
H4724,310.02,0.4646,High
H4725,180.09,0.3968,Medium
H4726,217.23,0.3443,High
H4727,353.32,0.5512,High
H4728,376.0,0.5845,High
H4729,531.15,0.8927,High
H4730,1446.88,2.4236,High
H4731,1315.51,0.6516,High
H4732,462.53,2.6317,High
H4733,844.57,0.3321,Medium
H4734,175.52,1.4833,High
H4735,826.96,0.5497,High
H4736,258.21,0.41,High
H4737,492.63,0.6058,High
H4738,902.08,1.234,High
H4739,553.34,0.7085,High
H4740,256.58,0.8086,High
H4741,1519.66,1.0816,High
H4742,317.28,0.7019,High
H4743,460.12,1.034,High
H4744,306.06,0.7439,High
H4745,832.3,0.6274,High
H4746,263.58,0.4973,High
H4747,844.89,1.6949,High
H4748,247.73,0.4906,High
H4749,363.18,1.552,High
H4750,1477.62,0.4517,High
H4751,731.83,0.8764,High
H4752,1272.28,0.7192,High
H4753,462.27,0.7628,High
H4754,2296.43,0.7562,
H4755,1281.52,0.722,High
H4756,850.22,0.4879,High
H4757,1514.32,0.7691,High
H4758,521.01,0.9803,High
H4759,484.97,0.7097,High
H4760,333.59,0.6473,
H4761,303.67,2.136,High
H4762,576.64,0.4626,High
H4763,421.79,0.7607,High
H4764,306.16,0.5832,High
H4765,627.47,0.8224,High
H4766,1831.92,2.698,High
H4767,1272.9,1.0555,High
H4768,465.95,0.5465,High
H4769,1595.13,0.4679,High
H4770,381.59,0.5721,High
H4771,531.21,0.7578,High
H4772,165.12,0.6033,Medium
H4773,447.19,2.1682,High
H4774,330.42,0.6326,High
H4775,281.35,0.4764,High
H4776,318.52,0.8215,High
H4777,496.47,0.8919,High
H4778,390.14,2.4083,High
H4779,236.03,0.5264,High
H4780,639.89,0.3786,High
H4781,1709.13,0.5082,High
H4782,1416.71,0.5426,High
H4783,728.67,2.7342,High
H4784,329.77,1.358,High
H4785,642.55,0.4947,High
H4786,389.25,0.4588,High
H4787,354.81,1.6896,High
H4788,286.52,0.5525,High
H4789,483.56,2.3474,High
H4790,491.38,1.8755,High
H4791,174.86,0.8046,High
H4792,452.93,1.4552,High
H4793,289.84,0.7225,High
H4794,1685.94,0.7975,High
H4795,727.02,0.6904,High
H4796,934.85,1.1886,High
H4797,482.13,0.6955,High
H4798,180.46,0.5933,High
H4799,485.0,0.5564,High
H4800,436.22,0.5957,High
H4801,145.46,1.2667,Medium
H4802,455.04,0.6889,High
H4803,976.97,1.0338,High
H4804,426.51,2.0856,High
H4805,1296.04,1.9315,High
H4806,517.12,1.1254,
H4807,274.57,0.6844,High
H4808,478.38,0.4832,High
H4809,320.08,0.8103,High
H4810,1633.38,1.1438,High
H4811,1194.28,0.375,High
H4812,547.1,0.8636,High
H4813,333.04,2.6474,High
H4814,307.09,1.6163,High
H4815,290.59,2.0585,High
H4816,376.14,1.576,High
H4817,301.2,0.5236,High
H4818,761.59,1.28,High
H4819,515.37,0.7806,
H4820,182.68,0.4305,High
H4821,772.17,2.5526,High
H4822,1572.77,1.3194,High
H4823,500.19,0.5374,High
H4824,838.34,0.6117,High
H4825,501.45,0.8475,High
H4826,291.2,0.6743,High
H4827,704.08,0.5449,High
H4828,466.13,1.2744,High
H4829,293.17,0.6262,High
H4830,266.83,0.5663,High
H4831,255.68,0.4031,High
H4832,774.04,0.899,High
H4833,453.42,0.5212,High
H4834,446.0,0.4603,High
H4835,272.01,2.1251,High
H4836,700.22,0.7085,
H4837,728.66,1.6674,High
H4838,1437.61,1.249,High
H4839,842.18,0.8334,High
H4840,415.55,0.4993,High
H4841,523.18,2.3709,High
H4842,410.57,0.7163,
H4843,293.27,0.6625,High
H4844,785.96,0.745,High
H4845,381.04,0.8217,High
H4846,1798.07,0.9788,High
H4847,1083.12,0.7211,High
H4848,575.78,2.1246,High
H4849,217.57,1.8702,High
H4850,1806.94,0.6129,High
H4851,455.12,0.6773,High
H4852,458.14,1.5853,High
H4853,405.62,0.505,High
H4854,1057.66,0.9298,
H4855,335.66,0.8227,
H4856,418.27,2.7116,High
H4857,443.36,0.5448,High
H4858,1261.94,0.5494,High
H4859,373.61,1.5764,High
H4860,882.52,1.7136,High
H4861,520.06,1.8596,High
H4862,448.72,0.4477,High
H4863,963.62,1.9253,High
H4864,1661.71,1.0034,High
H4865,363.32,0.796,High
H4866,330.19,0.8886,High
H4867,514.75,1.7002,
H4868,570.05,0.7046,High
H4869,308.17,1.5951,High
H4870,877.6,0.9724,High
H4871,487.79,0.6673,High
H4872,431.48,0.4526,High
H4873,256.37,0.9742,High
H4874,219.07,0.4644,High
H4875,236.68,0.4457,High
H4876,1872.74,0.6634,High
H4877,434.36,0.8391,High
H4878,1446.44,0.8967,High
H4879,244.45,1.4755,High
H4880,284.0,0.5214,High
H4881,766.7,1.4198,High
H4882,837.36,0.8777,High
H4883,788.11,1.0282,High
H4884,384.37,1.8614,High
H4885,398.95,1.079,High
H4886,840.81,0.7347,High
H4887,632.42,1.1788,High
H4888,1099.32,1.0683,
H4889,923.93,1.2545,High
H4890,354.03,0.608,High
H4891,663.2,0.6747,High
H4892,872.43,2.1022,High
H4893,302.65,2.2824,High
H4894,467.64,1.1062,High
H4895,273.76,0.6262,High
H4896,566.54,1.7853,High
H4897,1770.7,1.7059,High
H4898,1971.35,0.7632,High
H4899,814.61,0.6933,High
H4900,1177.55,0.476,High
H4901,702.59,1.5824,High
H4902,220.22,0.4844,High
H4903,319.79,0.5809,High
H4904,269.81,0.8979,High
H4905,1543.7,2.4349,High
H4906,504.24,0.8754,High
H4907,319.01,0.6128,High
H4908,386.76,1.6563,High
H4909,588.87,1.0726,High
H4910,354.53,1.1541,High
H4911,288.35,0.4425,High
H4912,761.52,1.2049,High
H4913,612.9,1.5477,High
H4914,329.49,0.8594,High
H4915,357.57,0.5928,High
H4916,1474.18,0.6964,High
H4917,468.2,1.0641,High
H4918,299.51,0.4306,High
H4919,1817.8,1.097,High
H4920,828.1,0.6684,High
H4921,886.7,0.643,High
H4922,157.87,1.1509,Medium
H4923,375.61,1.6571,
H4924,786.06,1.1892,High
H4925,498.53,1.4083,High
H4926,396.68,0.8482,High
H4927,1471.66,0.8305,High
H4928,1771.63,1.1185,High
H4929,269.86,0.5075,High
H4930,1228.97,0.6983,High
H4931,377.57,0.6276,High
H4932,248.24,0.9403,High
H4933,352.43,1.1638,
H4934,189.7,0.366,High
H4935,363.61,0.6083,High
H4936,311.07,0.9739,High
H4937,704.57,0.9994,High
H4938,326.35,0.5228,High
H4939,458.83,2.1144,High
H4940,1397.86,1.5361,High
H4941,358.22,0.7884,
H4942,525.66,0.4284,High
H4943,326.69,0.4497,High
H4944,918.18,1.2941,High
H4945,498.93,0.6846,High
H4946,1769.17,0.5481,High
H4947,375.29,0.6242,High
H4948,406.88,0.3626,High
H4949,1071.89,1.7014,High
H4950,289.71,0.756,High
H4951,924.24,0.5978,High
H4952,364.91,1.0645,High
H4953,347.47,0.8337,High
H4954,431.19,0.5811,High
H4955,521.68,0.9637,High
H4956,299.13,0.5751,High
H4957,238.78,0.3615,High
H4958,740.25,0.5388,High
H4959,1081.72,0.725,High
H4960,288.97,1.0789,High
H4961,152.7,0.3366,Medium
H4962,448.51,0.876,High
H4963,432.64,0.5255,High
H4964,903.28,0.607,High
H4965,316.83,0.4817,High
H4966,555.94,2.7613,High
H4967,1300.57,0.5376,High
H4968,1536.12,1.5755,High
H4969,340.73,0.5039,High
H4970,376.53,0.8554,High
H4971,749.34,0.6195,High
H4972,423.64,0.7077,
H4973,261.23,1.8771,High
H4974,769.14,1.7661,High
H4975,581.14,1.3349,High
H4976,248.73,2.3245,High
H4977,352.37,0.7757,High
H4978,1399.55,1.9796,High
H4979,1572.53,0.527,High
H4980,306.59,0.5478,High
H4981,273.82,0.4761,High
H4982,255.52,0.4267,High
H4983,468.73,0.6463,High
H4984,584.63,0.504,High
H4985,365.29,0.6815,High
H4986,715.89,1.2969,High
H4987,721.77,0.7178,High
H4988,822.25,1.0927,High
H4989,1121.49,1.689,
H4990,180.42,0.7126,High
H4991,285.86,0.8106,High
H4992,810.43,0.9563,High
H4993,674.0,0.5058,High
H4994,273.84,0.5065,High
H4995,267.6,0.5208,High
H4996,170.68,0.2886,Medium
H4997,633.88,0.4697,High
H4998,354.46,1.4497,High
H4999,298.41,0.5312,High
H5000,354.16,1.0288,High
