household_id,region,city,postal_code,house_type,floor_area_sqft,num_occupants,has_solar_panels
H1507,East,Hillview,28358,Apartment,982,1,Yes
H1508,South,Springfield,94314,Detached,1217,6,Yes
H1509,West,Hillview,59701,Townhouse,3359,3,No
H1510,West,Lakeland,50784,Condo,2693,4,Yes
H1511,South,Rivertown,58995,Apartment,1054,1,No
H1512,East,Springfield,45702,Condo,2639,5,No
H1513,East,Springfield,62118,Condo,3133,6,Yes
H1514,North,Springfield,85799,Townhouse,2745,6,No
H1515,South,Hillview,89618,Detached,899,3,No
H1516,West,Lakeland,45896,Apartment,1201,3,Yes
H1517,West,Rivertown,18846,Detached,2785,1,Yes
H1518,East,Hillview,53786,Condo,3422,1,No
H1519,South,Rivertown,32301,Condo,2809,3,Yes
H1520,North,Rivertown,72459,Condo,1525,3,No
H1521,North,Lakeland,75383,Condo,635,2,Yes
H1522,South,Lakeland,79354,Detached,1766,4,No
H1523,East,Springfield,35101,Detached,1812,3,Yes
H1524,West,Lakeland,81188,Apartment,2890,3,No
H1525,East,Rivertown,13700,Detached,2045,3,Yes
H1526,East,Lakeland,73469,Condo,3127,6,Yes
H1527,South,Springfield,70798,Condo,1204,4,No
H1528,South,Springfield,36025,Apartment,2158,6,No
H1529,East,Rivertown,48741,Townhouse,2531,4,No
H1530,East,Rivertown,18605,Apartment,1610,6,No
H1531,South,Rivertown,71169,Condo,1071,6,Yes
H1532,North,Hillview,67237,Townhouse,1777,3,Yes
H1533,East,Springfield,25472,Condo,3084,6,No
H1534,West,Lakeland,85277,Condo,642,3,Yes
H1535,West,Springfield,11996,Condo,2062,4,No
H1536,South,Springfield,26983,Detached,1382,5,No
H1537,East,Springfield,19686,Condo,3477,5,Yes
H1538,South,Rivertown,25225,Condo,1215,6,Yes
H1539,North,Springfield,63218,Apartment,2623,1,No
H1540,West,Springfield,19634,Apartment,3183,5,No
H1541,North,Hillview,56515,Apartment,564,5,No
H1542,West,Springfield,17112,Townhouse,2676,3,No
H1543,East,Rivertown,13231,Apartment,2580,4,Yes
H1544,North,Lakeland,32427,Apartment,2705,1,No
H1545,North,Lakeland,76244,Detached,1383,6,No
H1546,West,Rivertown,49322,Apartment,3189,3,No
H1547,East,Springfield,34892,Townhouse,1680,2,No
H1548,East,Hillview,23910,Detached,1421,4,No
H1549,East,Hillview,36694,Apartment,3128,2,No
H1550,North,Lakeland,79401,Condo,2867,2,No
H1551,West,Lakeland,94181,Condo,3210,2,No
H1552,West,Lakeland,96031,Detached,2806,2,Yes
H1553,West,Lakeland,20943,Apartment,1198,3,Yes
H1554,South,Lakeland,69689,Apartment,1330,2,No
H1555,West,Rivertown,84878,Detached,1302,3,No
H1556,South,Lakeland,88662,Townhouse,2895,2,Yes
H1557,East,Hillview,16817,Townhouse,3033,1,No
H1558,West,Springfield,73190,Townhouse,845,1,No
H1559,West,Rivertown,52922,Townhouse,503,2,No
H1560,South,Hillview,14025,Detached,1755,1,Yes
H1561,West,Springfield,17215,Detached,3295,3,Yes
H1562,North,Springfield,41743,Condo,2812,1,Yes
H1563,South,Rivertown,60369,Detached,1010,4,Yes
H1564,East,Springfield,24964,Apartment,2889,2,No
H1565,South,Springfield,24835,Detached,934,3,Yes
H1566,West,Hillview,51717,Condo,2392,6,Yes
H1567,South,Hillview,90184,Townhouse,3146,4,Yes
H1568,North,Springfield,57138,Apartment,1330,1,Yes
H1569,South,Hillview,79949,Detached,1580,4,Yes
H1570,East,Springfield,84854,Townhouse,3455,5,No
H1571,South,Lakeland,87630,Apartment,1365,4,Yes
H1572,North,Lakeland,92839,Condo,2128,5,Yes
H1573,South,Rivertown,60525,Apartment,1687,6,No
H1574,West,Hillview,75777,Apartment,3029,4,No
H1575,East,Hillview,85928,Townhouse,2873,2,Yes
H1576,North,Hillview,85586,Apartment,2328,4,Yes
H1577,North,Lakeland,73231,Townhouse,1242,4,No
H1578,North,Lakeland,19291,Condo,752,6,No
H1579,North,Hillview,40293,Apartment,1975,3,Yes
H1580,North,Lakeland,70199,Condo,1579,6,No
H1581,North,Rivertown,73770,Detached,693,3,Yes
H1582,East,Springfield,41801,Detached,1215,2,No
H1583,South,Hillview,44045,Condo,664,6,No
H1584,North,Springfield,40436,Detached,1101,6,Yes
H1585,East,Springfield,86847,Apartment,1104,3,No
H1586,East,Rivertown,73937,Apartment,2525,6,No
H1587,South,Springfield,40295,Townhouse,604,3,Yes
H1588,North,Hillview,22712,Detached,2436,2,Yes
H1589,North,Hillview,53877,Detached,2900,1,No
H1590,West,Lakeland,83142,Townhouse,2978,2,No
H1591,West,Lakeland,15455,Detached,2082,4,No
H1592,South,Springfield,45396,Townhouse,1696,4,Yes
H1593,West,Lakeland,30799,Condo,1114,4,Yes
H1594,South,Hillview,39645,Condo,2150,2,Yes
H1595,East,Rivertown,15193,Condo,3142,6,No
H1596,South,Hillview,51568,Townhouse,2635,4,Yes
H1597,West,Springfield,38496,Detached,2539,1,No
H1598,East,Springfield,97389,Detached,1044,2,No
H1599,South,Lakeland,19499,Detached,638,4,Yes
H1600,East,Rivertown,18206,Apartment,2438,2,Yes
H1601,East,Rivertown,35777,Townhouse,2586,2,No
H1602,West,Rivertown,74524,Detached,927,4,Yes
H1603,East,Hillview,45637,Condo,1945,5,No
H1604,North,Springfield,37675,Apartment,3445,5,No
H1605,East,Lakeland,82812,Detached,591,6,No
H1606,South,Rivertown,57525,Townhouse,2126,4,No
H1607,East,Springfield,67970,Condo,550,2,Yes
H1608,South,Hillview,39709,Detached,2161,3,No
H1609,West,Rivertown,78126,Condo,2863,3,Yes
H1610,South,Rivertown,36621,Apartment,567,6,Yes
H1611,East,Hillview,38104,Detached,1702,2,No
H1612,West,Springfield,58212,Apartment,1386,5,Yes
H1613,East,Springfield,70152,Detached,2224,3,Yes
H1614,East,Rivertown,41910,Detached,3342,3,Yes
H1615,North,Lakeland,45297,Townhouse,2369,1,Yes
H1616,South,Springfield,49751,Apartment,2488,3,Yes
H1617,North,Hillview,74404,Townhouse,2175,6,Yes
H1618,South,Lakeland,31413,Apartment,2926,4,No
H1619,South,Rivertown,19031,Townhouse,1261,3,No
H1620,West,Lakeland,33118,Townhouse,957,3,No
H1621,South,Springfield,32083,Apartment,1547,1,No
H1622,North,Hillview,71339,Detached,3394,5,No
H1623,West,Hillview,68792,Townhouse,3391,5,No
H1624,North,Springfield,22976,Townhouse,549,5,Yes
H1625,South,Rivertown,82637,Condo,774,6,No
H1626,West,Hillview,82287,Apartment,3182,1,No
H1627,South,Rivertown,78392,Apartment,2628,5,Yes
H1628,South,Hillview,94055,Townhouse,2573,3,No
H1629,South,Rivertown,72419,Apartment,3395,4,Yes
H1630,South,Lakeland,52984,Apartment,958,2,No
H1631,South,Springfield,80623,Apartment,2749,1,No
H1632,North,Springfield,90231,Townhouse,1536,1,Yes
H1633,West,Rivertown,47793,Townhouse,3100,6,Yes
H1634,West,Hillview,95248,Detached,1562,6,No
H1635,North,Hillview,36769,Detached,573,3,Yes
H1636,North,Rivertown,78371,Detached,1286,2,No
H1637,East,Springfield,64979,Townhouse,598,2,No
H1638,North,Lakeland,65775,Detached,1420,5,Yes
H1639,West,Hillview,86311,Condo,935,3,Yes
H1640,North,Springfield,46781,Townhouse,3353,2,Yes
H1641,East,Rivertown,63518,Apartment,2861,2,Yes
H1642,North,Springfield,38783,Condo,1370,3,No
H1643,South,Hillview,64623,Apartment,1320,4,Yes
H1644,North,Lakeland,20271,Apartment,2466,3,Yes
H1645,North,Hillview,58109,Condo,1162,6,No
H1646,West,Springfield,75303,Apartment,2566,5,No
H1647,West,Lakeland,22839,Condo,3290,6,No
H1648,West,Lakeland,99162,Apartment,1352,5,No
H1649,North,Rivertown,71608,Condo,2927,1,No
H1650,South,Rivertown,75479,Townhouse,1022,4,Yes
H1651,North,Hillview,50954,Detached,2937,5,Yes
H1652,South,Lakeland,42471,Condo,945,1,No
H1653,South,Rivertown,93826,Condo,1339,4,Yes
H1654,East,Hillview,95825,Apartment,1883,5,No
H1655,East,Rivertown,52206,Detached,1384,5,Yes
H1656,North,Hillview,58335,Detached,1058,1,Yes
H1657,South,Springfield,13881,Detached,2715,3,Yes
H1658,North,Hillview,42252,Townhouse,1576,6,Yes
H1659,West,Rivertown,86243,Condo,2917,5,Yes
H1660,South,Hillview,72392,Apartment,2983,6,No
H1661,North,Springfield,62115,Townhouse,2944,1,No
H1662,West,Hillview,20615,Condo,1046,6,Yes
H1663,West,Hillview,11261,Condo,3238,5,Yes
H1664,North,Hillview,95813,Townhouse,2467,5,Yes
H1665,East,Lakeland,39569,Townhouse,894,5,Yes
H1666,East,Lakeland,69650,Apartment,1630,2,Yes
H1667,East,Hillview,67369,Detached,1802,1,No
H1668,East,Springfield,52341,Detached,1675,2,No
H1669,East,Hillview,11936,Condo,1484,1,Yes
H1670,West,Hillview,25476,Detached,1640,5,No
H1671,North,Lakeland,73206,Detached,678,3,Yes
H1672,West,Springfield,20973,Apartment,3438,6,No
H1673,East,Springfield,55937,Condo,1301,5,Yes
H1674,East,Springfield,25361,Condo,3490,6,No
H1675,North,Lakeland,66132,Condo,2976,3,Yes
H1676,West,Hillview,98409,Condo,2728,1,No
H1677,West,Rivertown,82228,Townhouse,2606,6,No
H1678,East,Rivertown,75872,Detached,3425,5,Yes
H1679,South,Rivertown,17474,Detached,1443,2,No
H1680,East,Lakeland,93598,Condo,2994,5,Yes
H1681,South,Rivertown,41231,Detached,2750,5,No
H1682,North,Hillview,53341,Apartment,2484,4,No
H1683,South,Rivertown,28759,Condo,1154,2,Yes
H1684,West,Rivertown,41642,Detached,2022,6,Yes
H1685,South,Lakeland,25433,Condo,2344,4,No
H1686,North,Springfield,30366,Condo,2041,6,Yes
H1687,East,Hillview,82820,Townhouse,3455,2,No
H1688,West,Rivertown,13402,Condo,2698,6,Yes
H1689,East,Springfield,96232,Apartment,1716,5,Yes
H1690,South,Lakeland,15401,Condo,2927,6,No
H1691,East,Lakeland,60184,Detached,2953,2,Yes
H1692,North,Rivertown,78671,Condo,3368,1,No
H1693,West,Rivertown,71471,Detached,1420,3,Yes
H1694,South,Lakeland,22184,Condo,3070,3,Yes
H1695,South,Hillview,16804,Apartment,2869,5,No
H1696,North,Hillview,23186,Townhouse,1203,3,Yes
H1697,East,Hillview,80864,Condo,960,3,No
H1698,North,Lakeland,42269,Townhouse,2147,3,No
H1699,East,Springfield,22072,Detached,918,6,Yes
H1700,East,Lakeland,71070,Townhouse,660,6,No
H1701,South,Lakeland,23375,Townhouse,1785,1,Yes
H1702,East,Rivertown,93194,Condo,3422,1,No
H1703,South,Lakeland,33272,Condo,3290,4,No
H1704,West,Lakeland,54828,Detached,3396,4,Yes
H1705,West,Rivertown,94984,Apartment,1449,1,No
H1706,North,Hillview,63415,Apartment,580,3,No
H1707,South,Lakeland,41537,Townhouse,524,4,No
H1708,North,Lakeland,14216,Townhouse,3363,4,Yes
H1709,South,Springfield,36217,Condo,1585,6,No
H1710,North,Lakeland,83773,Condo,670,3,No
H1711,East,Springfield,97063,Townhouse,3050,4,Yes
H1712,East,Springfield,52590,Detached,2474,4,Yes
H1713,West,Lakeland,60894,Townhouse,2020,3,Yes
H1714,South,Springfield,93254,Condo,2884,2,No
H1715,West,Lakeland,65651,Condo,2090,5,No
H1716,South,Hillview,59184,Townhouse,1414,5,Yes
H1717,North,Springfield,52946,Apartment,1930,3,No
H1718,West,Rivertown,61284,Condo,1670,6,Yes
H1719,West,Lakeland,23661,Townhouse,1793,2,Yes
H1720,East,Hillview,15359,Detached,2795,5,No
H1721,West,Lakeland,28772,Apartment,742,1,No
H1722,South,Springfield,42409,Detached,2189,3,Yes
H1723,West,Lakeland,53086,Detached,1761,6,Yes
H1724,North,Springfield,52716,Condo,712,3,Yes
H1725,North,Springfield,35786,Condo,2321,5,No
H1726,East,Springfield,21323,Condo,903,2,Yes
H1727,East,Springfield,10399,Condo,1123,6,No
H1728,North,Springfield,58604,Condo,3247,1,Yes
H1729,North,Rivertown,49278,Apartment,1116,2,No
H1730,North,Rivertown,93662,Detached,2229,3,No
H1731,East,Hillview,63937,Condo,2674,6,Yes
H1732,East,Springfield,33074,Apartment,1172,3,Yes
H1733,East,Lakeland,96015,Apartment,2988,3,Yes
H1734,East,Rivertown,73281,Condo,2446,5,No
H1735,East,Hillview,64370,Townhouse,1907,4,No
H1736,North,Rivertown,15564,Condo,1414,3,No
H1737,West,Lakeland,26294,Condo,642,6,Yes
H1738,West,Springfield,57830,Condo,3336,5,No
H1739,South,Hillview,53887,Townhouse,2357,5,Yes
H1740,East,Lakeland,45365,Condo,3043,6,Yes
H1741,East,Springfield,20160,Apartment,2808,2,No
H1742,North,Rivertown,93420,Detached,2544,5,Yes
H1743,West,Lakeland,12367,Townhouse,1452,2,No
H1744,South,Rivertown,17410,Detached,2818,5,Yes
H1745,North,Hillview,73716,Detached,1087,4,No
H1746,South,Lakeland,46251,Townhouse,581,4,Yes
H1747,East,Hillview,15881,Apartment,1236,5,No
H1748,North,Lakeland,77608,Apartment,771,5,No
H1749,North,Rivertown,52061,Apartment,1494,6,Yes
H1750,East,Hillview,17404,Condo,999,6,No
H1751,East,Rivertown,88588,Condo,3048,6,Yes
H1752,South,Springfield,10299,Condo,1306,5,No
H1753,West,Lakeland,17853,Detached,2948,1,Yes
H1754,South,Hillview,28124,Townhouse,3103,4,Yes
H1755,East,Hillview,82595,Townhouse,2439,5,Yes
H1756,East,Hillview,87111,Detached,3495,4,Yes
H1757,East,Rivertown,68811,Townhouse,2267,1,Yes
H1758,East,Lakeland,45931,Detached,3231,3,Yes
H1759,South,Hillview,44804,Townhouse,1471,1,Yes
H1760,North,Rivertown,54893,Townhouse,1325,5,Yes
H1761,East,Hillview,46940,Condo,3001,1,Yes
H1762,North,Hillview,41599,Detached,2856,3,Yes
H1763,North,Hillview,66144,Townhouse,1382,1,No
H1764,East,Springfield,27002,Apartment,738,2,No
H1765,North,Rivertown,56640,Condo,2194,5,Yes
H1766,North,Rivertown,10888,Condo,1119,1,No
H1767,West,Springfield,67027,Apartment,1184,6,Yes
H1768,West,Hillview,25797,Condo,2033,1,Yes
H1769,North,Hillview,46519,Apartment,784,5,No
H1770,West,Lakeland,65047,Detached,2129,1,Yes
H1771,South,Springfield,22317,Townhouse,1517,4,No
H1772,South,Lakeland,12977,Townhouse,1640,3,Yes
H1773,North,Rivertown,28532,Condo,3128,6,No
H1774,East,Lakeland,26143,Condo,1025,1,Yes
H1775,North,Rivertown,56417,Detached,3145,1,Yes
H1776,South,Lakeland,15252,Townhouse,1593,3,No
H1777,South,Springfield,34083,Apartment,2158,1,Yes
H1778,West,Rivertown,29212,Townhouse,1407,6,Yes
H1779,North,Springfield,66033,Condo,1842,1,Yes
H1780,South,Lakeland,85687,Townhouse,659,2,Yes
H1781,North,Springfield,57854,Townhouse,1763,5,Yes
H1782,East,Lakeland,74974,Apartment,2134,2,No
H1783,East,Rivertown,13665,Apartment,2356,6,No
H1784,East,Lakeland,75045,Townhouse,3469,1,Yes
H1785,West,Springfield,30471,Detached,1959,4,Yes
H1786,East,Springfield,65059,Detached,2508,5,No
H1787,South,Hillview,89767,Detached,1030,5,Yes
H1788,East,Rivertown,13283,Condo,1084,2,No
H1789,West,Hillview,89687,Townhouse,3126,6,No
H1790,East,Lakeland,75300,Condo,1111,6,No
H1791,South,Rivertown,41750,Townhouse,2291,5,Yes
H1792,North,Rivertown,20381,Detached,2245,3,No
H1793,North,Springfield,58943,Condo,1754,3,Yes
H1794,West,Hillview,24572,Detached,524,2,No
H1795,North,Springfield,97612,Apartment,2870,5,Yes
H1796,East,Springfield,61198,Townhouse,2168,4,Yes
H1797,South,Lakeland,92380,Detached,858,2,Yes
H1798,South,Rivertown,61435,Apartment,2856,1,Yes
H1799,West,Springfield,96603,Townhouse,3048,5,No
H1800,East,Springfield,33484,Apartment,3026,2,Yes
H1801,East,Rivertown,79821,Detached,3407,5,No
H1802,South,Springfield,19334,Townhouse,3376,5,Yes
H1803,East,Springfield,74052,Townhouse,1139,6,No
H1804,North,Lakeland,66501,Townhouse,2898,3,Yes
H1805,East,Hillview,72712,Townhouse,2294,3,Yes
H1806,North,Lakeland,54470,Condo,1960,6,Yes
H1807,East,Hillview,50364,Detached,842,1,Yes
H1808,North,Springfield,20038,Apartment,2454,2,No
H1809,East,Rivertown,69696,Apartment,2633,5,Yes
H1810,North,Hillview,26429,Townhouse,2369,2,No
H1811,South,Rivertown,89310,Townhouse,2059,1,No
H1812,North,Rivertown,57966,Detached,515,5,No
H1813,North,Hillview,44278,Condo,2380,4,No
H1814,South,Rivertown,53430,Detached,3217,3,Yes
H1815,East,Rivertown,96694,Apartment,1253,5,Yes
H1816,East,Hillview,25551,Townhouse,657,1,No
H1817,West,Lakeland,41500,Apartment,1894,3,Yes
H1818,West,Springfield,54991,Detached,2515,2,No
H1819,North,Springfield,91490,Apartment,2919,2,No
H1820,West,Springfield,83905,Apartment,1694,5,No
H1821,West,Hillview,16063,Apartment,2499,6,Yes
H1822,South,Hillview,29061,Townhouse,1181,3,No
H1823,West,Springfield,23563,Townhouse,3061,4,Yes
H1824,South,Springfield,15403,Condo,1438,6,No
H1825,West,Hillview,16201,Detached,877,2,No
H1826,South,Hillview,71738,Condo,2452,6,Yes
H1827,East,Hillview,99809,Condo,3139,4,No
H1828,West,Lakeland,53172,Condo,2347,2,No
H1829,South,Springfield,86323,Apartment,3377,5,Yes
H1830,East,Lakeland,26697,Townhouse,1960,4,Yes
H1831,North,Lakeland,29098,Apartment,1795,6,Yes
H1832,North,Lakeland,43210,Detached,660,6,Yes
H1833,South,Rivertown,11784,Detached,1127,6,Yes
H1834,North,Hillview,92165,Detached,1223,3,Yes
H1835,North,Springfield,20133,Condo,2874,6,Yes
H1836,East,Rivertown,59804,Apartment,2549,5,Yes
H1837,West,Hillview,98466,Detached,2930,3,Yes
H1838,North,Hillview,68878,Detached,2111,2,No
H1839,West,Rivertown,49032,Apartment,3187,6,Yes
H1840,South,Hillview,11363,Apartment,958,5,Yes
H1841,West,Springfield,69706,Condo,3446,2,No
H1842,East,Springfield,69742,Condo,779,1,Yes
H1843,East,Hillview,90757,Townhouse,3412,2,Yes
H1844,East,Hillview,16127,Townhouse,2582,3,No
H1845,South,Rivertown,43026,Apartment,2903,4,No
H1846,South,Springfield,15125,Townhouse,1228,6,No
H1847,West,Hillview,94500,Detached,2235,4,No
H1848,East,Springfield,79424,Apartment,888,1,Yes
H1849,South,Lakeland,93567,Detached,1507,3,Yes
H1850,West,Springfield,19029,Condo,2655,1,Yes
H1851,South,Springfield,48078,Condo,3241,1,Yes
H1852,West,Lakeland,72982,Detached,1240,2,No
H1853,North,Rivertown,29347,Townhouse,2188,1,Yes
H1854,North,Springfield,25110,Condo,904,5,No
H1855,East,Hillview,87493,Apartment,3211,3,Yes
H1856,South,Rivertown,63177,Detached,3039,5,No
H1857,North,Springfield,59334,Detached,927,1,Yes
H1858,North,Lakeland,26307,Apartment,2575,3,Yes
H1859,East,Lakeland,19065,Townhouse,1652,1,Yes
H1860,South,Lakeland,32746,Detached,1316,3,Yes
H1861,West,Rivertown,50952,Townhouse,2368,4,No
H1862,West,Lakeland,77429,Apartment,562,6,Yes
H1863,West,Rivertown,53903,Townhouse,1477,5,Yes
H1864,West,Hillview,16028,Apartment,3387,5,Yes
H1865,South,Springfield,27083,Condo,2787,1,No
H1866,North,Hillview,95968,Detached,2006,6,No
H1867,South,Hillview,71821,Apartment,2137,4,No
H1868,West,Rivertown,54062,Detached,3430,4,Yes
H1869,South,Rivertown,71827,Detached,3337,5,No
H1870,West,Lakeland,76832,Townhouse,3418,6,No
H1871,East,Lakeland,29721,Condo,3138,6,No
H1872,North,Rivertown,97501,Apartment,3178,6,No
H1873,West,Lakeland,81284,Townhouse,3266,1,No
H1874,North,Rivertown,20857,Condo,2966,3,Yes
H1875,West,Hillview,69315,Apartment,2123,5,No
H1876,North,Rivertown,61538,Apartment,749,5,Yes
H1877,South,Rivertown,80315,Condo,1681,2,Yes
H1878,South,Hillview,90322,Townhouse,3077,1,Yes
H1879,West,Hillview,78386,Detached,519,1,Yes
H1880,East,Hillview,99886,Condo,2729,6,No
H1881,North,Lakeland,90300,Condo,1866,2,No
H1882,South,Rivertown,87526,Detached,1446,2,No
H1883,East,Lakeland,66907,Detached,3092,5,Yes
H1884,North,Springfield,21573,Townhouse,2029,5,No
H1885,North,Rivertown,89813,Apartment,3308,1,Yes
H1886,North,Rivertown,75526,Condo,3144,1,Yes
H1887,East,Hillview,23208,Condo,1224,4,No
H1888,East,Hillview,10280,Apartment,2170,4,No
H1889,South,Lakeland,55054,Detached,3070,1,Yes
H1890,West,Lakeland,90981,Condo,1858,6,Yes
H1891,North,Springfield,64140,Detached,1254,4,Yes
H1892,South,Lakeland,30307,Apartment,2907,3,Yes
H1893,North,Springfield,80788,Detached,1896,2,No
H1894,South,Rivertown,72486,Apartment,1184,3,Yes
H1895,West,Hillview,82820,Condo,927,4,No
H1896,West,Lakeland,13522,Condo,1384,4,No
H1897,West,Lakeland,62024,Detached,2229,3,Yes
H1898,North,Rivertown,76519,Detached,2164,6,No
H1899,East,Lakeland,56441,Townhouse,1683,6,No
H1900,South,Rivertown,74692,Townhouse,2125,5,No
H1901,East,Hillview,13486,Condo,2698,6,Yes
H1902,West,Hillview,60249,Condo,2599,2,No
H1903,South,Lakeland,53905,Detached,673,4,Yes
H1904,West,Springfield,44256,Detached,614,1,No
H1905,East,Rivertown,82576,Condo,3188,6,No
H1906,North,Lakeland,96328,Townhouse,2893,4,No
H1907,North,Lakeland,38679,Condo,1459,5,No
H1908,North,Hillview,12194,Detached,2382,5,No
H1909,South,Lakeland,37629,Detached,1647,4,No
H1910,South,Hillview,70508,Apartment,3415,5,No
H1911,East,Rivertown,43276,Detached,501,4,No
H1912,West,Springfield,16245,Apartment,2223,4,Yes
H1913,East,Rivertown,26249,Townhouse,3415,6,Yes
H1914,West,Rivertown,61339,Detached,500,2,No
H1915,West,Springfield,98354,Detached,1759,5,Yes
H1916,East,Springfield,97574,Condo,3367,6,No
H1917,East,Rivertown,82200,Townhouse,2169,2,No
H1918,West,Rivertown,19495,Apartment,2013,3,No
H1919,South,Springfield,35267,Condo,3485,2,No
H1920,North,Hillview,27189,Apartment,1416,2,Yes
H1921,East,Hillview,63408,Townhouse,3073,2,Yes
H1922,South,Lakeland,66502,Condo,3019,5,Yes
H1923,South,Rivertown,37534,Townhouse,2313,1,Yes
H1924,West,Rivertown,31149,Condo,3106,1,Yes
H1925,South,Lakeland,97405,Condo,599,1,Yes
H1926,West,Springfield,49241,Townhouse,1136,3,No
H1927,East,Hillview,65493,Townhouse,1655,4,No
H1928,West,Hillview,39394,Apartment,3039,4,No
H1929,North,Lakeland,94930,Detached,1861,1,Yes
H1930,East,Hillview,77152,Condo,933,6,Yes
H1931,North,Springfield,45818,Apartment,1881,2,Yes
H1932,North,Springfield,50845,Apartment,2541,5,No
H1933,West,Springfield,29725,Apartment,1824,1,Yes
H1934,West,Hillview,23130,Apartment,1400,1,No
H1935,East,Springfield,90577,Apartment,2402,2,No
H1936,East,Rivertown,43606,Townhouse,2693,5,No
H1937,South,Springfield,85878,Townhouse,851,5,No
H1938,West,Springfield,10792,Apartment,3390,1,No
H1939,South,Lakeland,24866,Detached,918,1,No
H1940,North,Lakeland,97792,Apartment,3366,6,Yes
H1941,West,Lakeland,67320,Condo,1747,2,Yes
H1942,North,Rivertown,73687,Townhouse,3220,2,Yes
H1943,West,Lakeland,97910,Condo,1063,3,No
H1944,East,Springfield,93689,Condo,1133,4,Yes
H1945,South,Hillview,25685,Apartment,1524,1,Yes
H1946,West,Rivertown,55914,Detached,1328,2,No
H1947,East,Rivertown,50335,Detached,1535,5,Yes
H1948,West,Rivertown,98183,Detached,2525,6,Yes
H1949,North,Lakeland,58143,Apartment,2526,6,No
H1950,North,Hillview,31512,Condo,3116,1,No
H1951,South,Springfield,56360,Townhouse,3208,5,No
H1952,East,Hillview,79749,Detached,2612,1,No
H1953,East,Springfield,56557,Apartment,2654,4,No
H1954,South,Springfield,24998,Townhouse,1373,1,No
H1955,West,Rivertown,67070,Townhouse,2685,4,No
H1956,West,Lakeland,65408,Apartment,705,3,Yes
H1957,East,Lakeland,80096,Townhouse,2324,4,No
