household_id,month,year,billing_cycle,payment_status,rate_per_kwh,cost_usd,total_kwh
H1072,Apr,2025,2025-1072-01 to 2025-1072-30,Pending,0.18,321.65,1786.9199999999998
H1073,May,2025,2025-1073-01 to 2025-1073-30,Pending,0.18,278.73,1548.52
H1074,Jun,2025,2025-1074-01 to 2025-1074-30,Paid,0.18,282.31,1568.37
H1075,Jul,2025,2025-1075-01 to 2025-1075-30,Paid,0.18,313.95,1744.15
H1076,Aug,2025,2025-1076-01 to 2025-1076-30,Pending,0.18,217.11,1206.14
H1077,Sep,2025,2025-1077-01 to 2025-1077-30,Unpaid,0.18,287.25,1595.8299999999997
H1078,Oct,2025,2025-1078-01 to 2025-1078-30,Pending,0.18,249.15,1384.1400000000003
H1079,Nov,2025,2025-1079-01 to 2025-1079-30,Paid,0.18,190.16,1056.44
H1080,Dec,2025,2025-1080-01 to 2025-1080-30,Paid,0.18,336.07,1867.03
H1081,Jan,2025,2025-1081-01 to 2025-1081-30,Unpaid,0.18,277.47,1541.4799999999998
H1082,Feb,2025,2025-1082-01 to 2025-1082-30,Pending,0.18,303.21,1684.5
H1083,Mar,2025,2025-1083-01 to 2025-1083-30,Paid,0.18,232.98,1294.3599999999997
H1084,Apr,2025,2025-1084-01 to 2025-1084-30,Pending,0.18,195.36,1085.32
H1085,May,2025,2025-1085-01 to 2025-1085-30,Unpaid,0.18,334.73,1859.62
H1086,Jun,2025,2025-1086-01 to 2025-1086-30,Pending,0.18,241.13,1339.62
H1087,Jul,2025,2025-1087-01 to 2025-1087-30,Pending,0.18,226.47,1258.1799999999998
H1088,Aug,2025,2025-1088-01 to 2025-1088-30,Unpaid,0.18,273.01,1516.7
H1089,Sep,2025,2025-1089-01 to 2025-1089-30,Paid,0.18,198.94,1105.25
H1090,Oct,2025,2025-1090-01 to 2025-1090-30,Pending,0.18,314.89,1749.4099999999999
H1091,Nov,2025,2025-1091-01 to 2025-1091-30,Paid,0.18,260.71,1448.37
H1092,Dec,2025,2025-1092-01 to 2025-1092-30,Pending,0.18,262.0,1455.5500000000002
H1093,Jan,2025,2025-1093-01 to 2025-1093-30,Unpaid,0.18,253.59,1408.86
H1094,Feb,2025,2025-1094-01 to 2025-1094-30,Paid,0.18,320.82,1782.32
H1095,Mar,2025,2025-1095-01 to 2025-1095-30,Pending,0.18,181.03,1005.7199999999999
H1096,Apr,2025,2025-1096-01 to 2025-1096-30,Pending,0.18,336.61,1870.05
H1097,May,2025,2025-1097-01 to 2025-1097-30,Paid,0.18,210.94,1171.9099999999999
H1098,Jun,2025,2025-1098-01 to 2025-1098-30,Paid,0.18,334.26,1857.0
H1099,Jul,2025,2025-1099-01 to 2025-1099-30,Pending,0.18,343.28,1907.1299999999997
H1100,Aug,2025,2025-1100-01 to 2025-1100-30,Unpaid,0.18,292.49,1624.93
H1101,Sep,2025,2025-1101-01 to 2025-1101-30,Unpaid,0.18,288.55,1603.0700000000002
H1102,Oct,2025,2025-1102-01 to 2025-1102-30,Unpaid,0.18,313.87,1743.7099999999998
H1103,Nov,2025,2025-1103-01 to 2025-1103-30,Paid,0.18,214.98,1194.35
H1104,Dec,2025,2025-1104-01 to 2025-1104-30,Paid,0.18,298.49,1658.27
H1105,Jan,2025,2025-1105-01 to 2025-1105-30,Pending,0.18,278.92,1549.54
H1106,Feb,2025,2025-1106-01 to 2025-1106-30,Paid,0.18,270.66,1503.69
H1107,Mar,2025,2025-1107-01 to 2025-1107-30,Unpaid,0.18,262.81,1460.0500000000002
H1108,Apr,2025,2025-1108-01 to 2025-1108-30,Paid,0.18,347.41,1930.05
H1109,May,2025,2025-1109-01 to 2025-1109-30,Paid,0.18,221.34,1229.69
H1110,Jun,2025,2025-1110-01 to 2025-1110-30,Unpaid,0.18,255.6,1419.99
H1111,Jul,2025,2025-1111-01 to 2025-1111-30,Pending,0.18,309.65,1720.2699999999998
H1112,Aug,2025,2025-1112-01 to 2025-1112-30,Pending,0.18,229.0,1272.21
H1113,Sep,2025,2025-1113-01 to 2025-1113-30,Pending,0.18,285.85,1588.0799999999997
H1114,Oct,2025,2025-1114-01 to 2025-1114-30,Paid,0.18,260.46,1447.0100000000002
H1115,Nov,2025,2025-1115-01 to 2025-1115-30,Paid,0.18,388.08,2156.0099999999998
H1116,Dec,2025,2025-1116-01 to 2025-1116-30,Unpaid,0.18,299.83,1665.74
H1117,Jan,2025,2025-1117-01 to 2025-1117-30,Paid,0.18,288.5,1602.7800000000002
H1118,Feb,2025,2025-1118-01 to 2025-1118-30,Paid,0.18,248.06,1378.1000000000001
H1119,Mar,2025,2025-1119-01 to 2025-1119-30,Pending,0.18,331.88,1843.7800000000002
H1120,Apr,2025,2025-1120-01 to 2025-1120-30,Pending,0.18,228.21,1267.83
H1121,May,2025,2025-1121-01 to 2025-1121-30,Paid,0.18,313.63,1742.41
H1122,Jun,2025,2025-1122-01 to 2025-1122-30,Pending,0.18,284.2,1578.89
H1123,Jul,2025,2025-1123-01 to 2025-1123-30,Pending,0.18,257.29,1429.38
H1124,Aug,2025,2025-1124-01 to 2025-1124-30,Unpaid,0.18,346.31,1923.93
H1125,Sep,2025,2025-1125-01 to 2025-1125-30,Pending,0.18,308.62,1714.5700000000002
H1126,Oct,2025,2025-1126-01 to 2025-1126-30,Pending,0.18,304.33,1690.75
H1127,Nov,2025,2025-1127-01 to 2025-1127-30,Unpaid,0.18,261.12,1450.65
H1128,Dec,2025,2025-1128-01 to 2025-1128-30,Pending,0.18,316.1,1756.1100000000001
H1129,Jan,2025,2025-1129-01 to 2025-1129-30,Unpaid,0.18,312.24,1734.6600000000003
H1130,Feb,2025,2025-1130-01 to 2025-1130-30,Pending,0.18,287.0,1594.46
H1131,Mar,2025,2025-1131-01 to 2025-1131-30,Pending,0.18,264.91,1471.73
H1132,Apr,2025,2025-1132-01 to 2025-1132-30,Unpaid,0.18,337.94,1877.4299999999998
H1133,May,2025,2025-1133-01 to 2025-1133-30,Pending,0.18,246.62,1370.11
H1134,Jun,2025,2025-1134-01 to 2025-1134-30,Pending,0.18,219.8,1221.0900000000001
H1135,Jul,2025,2025-1135-01 to 2025-1135-30,Pending,0.18,255.87,1421.51
H1136,Aug,2025,2025-1136-01 to 2025-1136-30,Paid,0.18,242.87,1349.26
H1137,Sep,2025,2025-1137-01 to 2025-1137-30,Paid,0.18,281.28,1562.6599999999999
H1138,Oct,2025,2025-1138-01 to 2025-1138-30,Pending,0.18,325.9,1810.5400000000002
H1139,Nov,2025,2025-1139-01 to 2025-1139-30,Pending,0.18,302.68,1681.55
H1140,Dec,2025,2025-1140-01 to 2025-1140-30,Unpaid,0.18,372.88,2071.5699999999997
H1141,Jan,2025,2025-1141-01 to 2025-1141-30,Unpaid,0.18,265.13,1472.9500000000003
H1142,Feb,2025,2025-1142-01 to 2025-1142-30,Paid,0.18,275.38,1529.87
H1143,Mar,2025,2025-1143-01 to 2025-1143-30,Paid,0.18,266.8,1482.25
H1144,Apr,2025,2025-1144-01 to 2025-1144-30,Paid,0.18,284.7,1581.64
H1145,May,2025,2025-1145-01 to 2025-1145-30,Unpaid,0.18,222.83,1237.92
H1146,Jun,2025,2025-1146-01 to 2025-1146-30,Pending,0.18,206.77,1148.73
H1147,Jul,2025,2025-1147-01 to 2025-1147-30,Unpaid,0.18,307.82,1710.1
H1148,Aug,2025,2025-1148-01 to 2025-1148-30,Pending,0.18,286.88,1593.77
H1149,Sep,2025,2025-1149-01 to 2025-1149-30,Unpaid,0.18,237.28,1318.2000000000003
H1150,Oct,2025,2025-1150-01 to 2025-1150-30,Paid,0.18,282.13,1567.3799999999999
H1151,Nov,2025,2025-1151-01 to 2025-1151-30,Unpaid,0.18,242.23,1345.7
H1152,Dec,2025,2025-1152-01 to 2025-1152-30,Paid,0.18,231.09,1283.82
H1153,Jan,2025,2025-1153-01 to 2025-1153-30,Unpaid,0.18,358.34,1990.77
H1154,Feb,2025,2025-1154-01 to 2025-1154-30,Paid,0.18,244.9,1360.54
H1155,Mar,2025,2025-1155-01 to 2025-1155-30,Unpaid,0.18,193.85,1076.92
H1156,Apr,2025,2025-1156-01 to 2025-1156-30,Pending,0.18,271.94,1510.79
H1157,May,2025,2025-1157-01 to 2025-1157-30,Paid,0.18,295.51,1641.7099999999998
H1158,Jun,2025,2025-1158-01 to 2025-1158-30,Pending,0.18,278.56,1547.5300000000002
H1159,Jul,2025,2025-1159-01 to 2025-1159-30,Pending,0.18,248.78,1382.1299999999999
H1160,Aug,2025,2025-1160-01 to 2025-1160-30,Paid,0.18,281.16,1562.0199999999998
H1161,Sep,2025,2025-1161-01 to 2025-1161-30,Paid,0.18,351.06,1950.3500000000001
H1162,Oct,2025,2025-1162-01 to 2025-1162-30,Pending,0.18,359.98,1999.88
H1163,Nov,2025,2025-1163-01 to 2025-1163-30,Paid,0.18,311.88,1732.6799999999998
H1164,Dec,2025,2025-1164-01 to 2025-1164-30,Unpaid,0.18,319.55,1775.2600000000002
H1165,Jan,2025,2025-1165-01 to 2025-1165-30,Pending,0.18,302.06,1678.1000000000001
H1166,Feb,2025,2025-1166-01 to 2025-1166-30,Paid,0.18,207.67,1153.71
H1167,Mar,2025,2025-1167-01 to 2025-1167-30,Paid,0.18,346.61,1925.6200000000001
H1168,Apr,2025,2025-1168-01 to 2025-1168-30,Unpaid,0.18,285.18,1584.35
H1169,May,2025,2025-1169-01 to 2025-1169-30,Paid,0.18,318.71,1770.6200000000001
H1170,Jun,2025,2025-1170-01 to 2025-1170-30,Unpaid,0.18,249.82,1387.91
H1171,Jul,2025,2025-1171-01 to 2025-1171-30,Paid,0.18,299.81,1665.59
H1172,Aug,2025,2025-1172-01 to 2025-1172-30,Paid,0.18,240.78,1337.6799999999998
H1173,Sep,2025,2025-1173-01 to 2025-1173-30,Unpaid,0.18,312.19,1734.3700000000001
H1174,Oct,2025,2025-1174-01 to 2025-1174-30,Unpaid,0.18,388.6,2158.88
H1175,Nov,2025,2025-1175-01 to 2025-1175-30,Paid,0.18,296.65,1648.06
H1176,Dec,2025,2025-1176-01 to 2025-1176-30,Pending,0.18,256.56,1425.3400000000001
H1177,Jan,2025,2025-1177-01 to 2025-1177-30,Pending,0.18,311.34,1729.6500000000003
H1178,Feb,2025,2025-1178-01 to 2025-1178-30,Unpaid,0.18,324.45,1802.5099999999998
H1179,Mar,2025,2025-1179-01 to 2025-1179-30,Unpaid,0.18,247.35,1374.16
H1180,Apr,2025,2025-1180-01 to 2025-1180-30,Paid,0.18,228.03,1266.8400000000001
H1181,May,2025,2025-1181-01 to 2025-1181-30,Unpaid,0.18,275.51,1530.6
H1182,Jun,2025,2025-1182-01 to 2025-1182-30,Unpaid,0.18,238.89,1327.17
H1183,Jul,2025,2025-1183-01 to 2025-1183-30,Pending,0.18,289.97,1610.96
H1184,Aug,2025,2025-1184-01 to 2025-1184-30,Unpaid,0.18,320.18,1778.7500000000005
H1185,Sep,2025,2025-1185-01 to 2025-1185-30,Pending,0.18,288.51,1602.85
H1186,Oct,2025,2025-1186-01 to 2025-1186-30,Paid,0.18,391.75,2176.3900000000003
H1187,Nov,2025,2025-1187-01 to 2025-1187-30,Unpaid,0.18,281.15,1561.97
H1188,Dec,2025,2025-1188-01 to 2025-1188-30,Pending,0.18,332.45,1846.94
H1189,Jan,2025,2025-1189-01 to 2025-1189-30,Unpaid,0.18,195.71,1087.27
H1190,Feb,2025,2025-1190-01 to 2025-1190-30,Paid,0.18,324.21,1801.1399999999999
H1191,Mar,2025,2025-1191-01 to 2025-1191-30,Unpaid,0.18,215.24,1195.78
H1192,Apr,2025,2025-1192-01 to 2025-1192-30,Pending,0.18,271.82,1510.1299999999999
H1193,May,2025,2025-1193-01 to 2025-1193-30,Paid,0.18,244.84,1360.2399999999998
H1194,Jun,2025,2025-1194-01 to 2025-1194-30,Unpaid,0.18,237.69,1320.52
H1195,Jul,2025,2025-1195-01 to 2025-1195-30,Unpaid,0.18,210.58,1169.88
H1196,Aug,2025,2025-1196-01 to 2025-1196-30,Unpaid,0.18,268.77,1493.1599999999999
H1197,Sep,2025,2025-1197-01 to 2025-1197-30,Pending,0.18,229.34,1274.0900000000001
H1198,Oct,2025,2025-1198-01 to 2025-1198-30,Pending,0.18,318.76,1770.9
H1199,Nov,2025,2025-1199-01 to 2025-1199-30,Unpaid,0.18,184.48,1024.87
H1200,Dec,2025,2025-1200-01 to 2025-1200-30,Paid,0.18,270.32,1501.7700000000002
H1201,Jan,2025,2025-1201-01 to 2025-1201-30,Pending,0.18,304.07,1689.28
H1202,Feb,2025,2025-1202-01 to 2025-1202-30,Paid,0.18,284.77,1582.0300000000002
H1203,Mar,2025,2025-1203-01 to 2025-1203-30,Paid,0.18,308.51,1713.95
H1204,Apr,2025,2025-1204-01 to 2025-1204-30,Paid,0.18,253.54,1408.5600000000004
H1205,May,2025,2025-1205-01 to 2025-1205-30,Unpaid,0.18,284.68,1581.58
H1206,Jun,2025,2025-1206-01 to 2025-1206-30,Paid,0.18,321.95,1788.6099999999997
H1207,Jul,2025,2025-1207-01 to 2025-1207-30,Paid,0.18,290.77,1615.39
H1208,Aug,2025,2025-1208-01 to 2025-1208-30,Unpaid,0.18,361.1,2006.09
H1209,Sep,2025,2025-1209-01 to 2025-1209-30,Pending,0.18,335.35,1863.0700000000002
H1210,Oct,2025,2025-1210-01 to 2025-1210-30,Paid,0.18,256.32,1424.0
H1211,Nov,2025,2025-1211-01 to 2025-1211-30,Unpaid,0.18,200.1,1111.68
H1212,Dec,2025,2025-1212-01 to 2025-1212-30,Unpaid,0.18,365.73,2031.8300000000002
H1213,Jan,2025,2025-1213-01 to 2025-1213-30,Pending,0.18,354.49,1969.4099999999999
H1214,Feb,2025,2025-1214-01 to 2025-1214-30,Unpaid,0.18,203.11,1128.3799999999999
H1215,Mar,2025,2025-1215-01 to 2025-1215-30,Unpaid,0.18,226.81,1260.05
H1216,Apr,2025,2025-1216-01 to 2025-1216-30,Pending,0.18,263.58,1464.31
H1217,May,2025,2025-1217-01 to 2025-1217-30,Unpaid,0.18,352.49,1958.28
H1218,Jun,2025,2025-1218-01 to 2025-1218-30,Unpaid,0.18,339.81,1887.8400000000001
H1219,Jul,2025,2025-1219-01 to 2025-1219-30,Unpaid,0.18,273.64,1520.24
H1220,Aug,2025,2025-1220-01 to 2025-1220-30,Unpaid,0.18,227.24,1262.4699999999998
H1221,Sep,2025,2025-1221-01 to 2025-1221-30,Pending,0.18,312.96,1738.65
H1222,Oct,2025,2025-1222-01 to 2025-1222-30,Pending,0.18,250.24,1390.2
H1223,Nov,2025,2025-1223-01 to 2025-1223-30,Pending,0.18,369.28,2051.54
H1224,Dec,2025,2025-1224-01 to 2025-1224-30,Unpaid,0.18,243.1,1350.5700000000002
H1225,Jan,2025,2025-1225-01 to 2025-1225-30,Unpaid,0.18,255.15,1417.52
H1226,Feb,2025,2025-1226-01 to 2025-1226-30,Unpaid,0.18,343.18,1906.58
H1227,Mar,2025,2025-1227-01 to 2025-1227-30,Paid,0.18,253.6,1408.8999999999996
H1228,Apr,2025,2025-1228-01 to 2025-1228-30,Paid,0.18,291.09,1617.1799999999998
H1229,May,2025,2025-1229-01 to 2025-1229-30,Paid,0.18,292.21,1623.3799999999997
H1230,Jun,2025,2025-1230-01 to 2025-1230-30,Paid,0.18,256.21,1423.38
H1231,Jul,2025,2025-1231-01 to 2025-1231-30,Unpaid,0.18,266.26,1479.2499999999995
H1232,Aug,2025,2025-1232-01 to 2025-1232-30,Unpaid,0.18,266.61,1481.1699999999998
H1233,Sep,2025,2025-1233-01 to 2025-1233-30,Unpaid,0.18,224.61,1247.83
H1234,Oct,2025,2025-1234-01 to 2025-1234-30,Pending,0.18,285.59,1586.6200000000001
H1235,Nov,2025,2025-1235-01 to 2025-1235-30,Paid,0.18,241.83,1343.4899999999998
H1236,Dec,2025,2025-1236-01 to 2025-1236-30,Unpaid,0.18,187.75,1043.08
H1237,Jan,2025,2025-1237-01 to 2025-1237-30,Pending,0.18,312.9,1738.33
H1238,Feb,2025,2025-1238-01 to 2025-1238-30,Paid,0.18,201.42,1118.99
H1239,Mar,2025,2025-1239-01 to 2025-1239-30,Pending,0.18,300.1,1667.21
H1240,Apr,2025,2025-1240-01 to 2025-1240-30,Pending,0.18,256.04,1422.4500000000003
H1241,May,2025,2025-1241-01 to 2025-1241-30,Unpaid,0.18,254.45,1413.6100000000001
H1242,Jun,2025,2025-1242-01 to 2025-1242-30,Paid,0.18,238.4,1324.4699999999998
H1243,Jul,2025,2025-1243-01 to 2025-1243-30,Pending,0.18,291.18,1617.67
H1244,Aug,2025,2025-1244-01 to 2025-1244-30,Unpaid,0.18,315.43,1752.4
H1245,Sep,2025,2025-1245-01 to 2025-1245-30,Unpaid,0.18,296.59,1647.72
H1246,Oct,2025,2025-1246-01 to 2025-1246-30,Pending,0.18,290.64,1614.67
H1247,Nov,2025,2025-1247-01 to 2025-1247-30,Unpaid,0.18,176.39,979.9300000000002
H1248,Dec,2025,2025-1248-01 to 2025-1248-30,Unpaid,0.18,220.75,1226.4
H1249,Jan,2025,2025-1249-01 to 2025-1249-30,Unpaid,0.18,170.81,948.9200000000001
H1250,Feb,2025,2025-1250-01 to 2025-1250-30,Paid,0.18,294.05,1633.6
H1251,Mar,2025,2025-1251-01 to 2025-1251-30,Paid,0.18,324.22,1801.2
H1252,Apr,2025,2025-1252-01 to 2025-1252-30,Paid,0.18,319.26,1773.65
H1253,May,2025,2025-1253-01 to 2025-1253-30,Unpaid,0.18,212.51,1180.6
H1254,Jun,2025,2025-1254-01 to 2025-1254-30,Paid,0.18,339.92,1888.4300000000003
H1255,Jul,2025,2025-1255-01 to 2025-1255-30,Pending,0.18,214.6,1192.25
H1256,Aug,2025,2025-1256-01 to 2025-1256-30,Pending,0.18,340.95,1894.1699999999998
H1257,Sep,2025,2025-1257-01 to 2025-1257-30,Paid,0.18,206.34,1146.36
H1258,Oct,2025,2025-1258-01 to 2025-1258-30,Unpaid,0.18,253.0,1405.55
H1259,Nov,2025,2025-1259-01 to 2025-1259-30,Pending,0.18,279.46,1552.5299999999997
H1260,Dec,2025,2025-1260-01 to 2025-1260-30,Paid,0.18,263.74,1465.2400000000002
H1261,Jan,2025,2025-1261-01 to 2025-1261-30,Unpaid,0.18,281.21,1562.3
H1262,Feb,2025,2025-1262-01 to 2025-1262-30,Pending,0.18,255.11,1417.26
H1263,Mar,2025,2025-1263-01 to 2025-1263-30,Unpaid,0.18,235.33,1307.3700000000001
H1264,Apr,2025,2025-1264-01 to 2025-1264-30,Paid,0.18,302.16,1678.67
H1265,May,2025,2025-1265-01 to 2025-1265-30,Pending,0.18,263.33,1462.9399999999998
H1266,Jun,2025,2025-1266-01 to 2025-1266-30,Pending,0.18,192.35,1068.61
H1267,Jul,2025,2025-1267-01 to 2025-1267-30,Paid,0.18,277.38,1540.9800000000002
H1268,Aug,2025,2025-1268-01 to 2025-1268-30,Pending,0.18,269.54,1497.43
H1269,Sep,2025,2025-1269-01 to 2025-1269-30,Paid,0.18,205.41,1141.15
H1270,Oct,2025,2025-1270-01 to 2025-1270-30,Paid,0.18,268.29,1490.5100000000002
H1271,Nov,2025,2025-1271-01 to 2025-1271-30,Unpaid,0.18,358.27,1990.3999999999999
H1272,Dec,2025,2025-1272-01 to 2025-1272-30,Paid,0.18,347.85,1932.4899999999998
H1273,Jan,2025,2025-1273-01 to 2025-1273-30,Paid,0.18,269.32,1496.2299999999998
H1274,Feb,2025,2025-1274-01 to 2025-1274-30,Unpaid,0.18,256.24,1423.55
H1275,Mar,2025,2025-1275-01 to 2025-1275-30,Unpaid,0.18,304.92,1694.02
H1276,Apr,2025,2025-1276-01 to 2025-1276-30,Pending,0.18,306.31,1701.6999999999996
H1277,May,2025,2025-1277-01 to 2025-1277-30,Pending,0.18,256.09,1422.7399999999998
H1278,Jun,2025,2025-1278-01 to 2025-1278-30,Unpaid,0.18,214.42,1191.21
H1279,Jul,2025,2025-1279-01 to 2025-1279-30,Paid,0.18,379.37,2107.63
H1280,Aug,2025,2025-1280-01 to 2025-1280-30,Paid,0.18,231.46,1285.8999999999999
H1281,Sep,2025,2025-1281-01 to 2025-1281-30,Paid,0.18,365.51,2030.59
H1282,Oct,2025,2025-1282-01 to 2025-1282-30,Unpaid,0.18,249.21,1384.49
H1283,Nov,2025,2025-1283-01 to 2025-1283-30,Unpaid,0.18,167.63,931.2500000000001
H1284,Dec,2025,2025-1284-01 to 2025-1284-30,Pending,0.18,265.03,1472.3799999999999
H1285,Jan,2025,2025-1285-01 to 2025-1285-30,Unpaid,0.18,385.56,2141.9799999999996
H1286,Feb,2025,2025-1286-01 to 2025-1286-30,Paid,0.18,339.63,1886.83
H1287,Mar,2025,2025-1287-01 to 2025-1287-30,Pending,0.18,278.87,1549.3
H1288,Apr,2025,2025-1288-01 to 2025-1288-30,Unpaid,0.18,261.98,1455.4299999999998
H1289,May,2025,2025-1289-01 to 2025-1289-30,Unpaid,0.18,352.67,1959.27
H1290,Jun,2025,2025-1290-01 to 2025-1290-30,Unpaid,0.18,320.47,1780.3799999999999
H1291,Jul,2025,2025-1291-01 to 2025-1291-30,Unpaid,0.18,259.76,1443.12
H1292,Aug,2025,2025-1292-01 to 2025-1292-30,Pending,0.18,238.33,1324.0400000000002
H1293,Sep,2025,2025-1293-01 to 2025-1293-30,Unpaid,0.18,282.78,1570.98
H1294,Oct,2025,2025-1294-01 to 2025-1294-30,Unpaid,0.18,293.86,1632.5300000000002
H1295,Nov,2025,2025-1295-01 to 2025-1295-30,Paid,0.18,282.89,1571.6100000000001
H1296,Dec,2025,2025-1296-01 to 2025-1296-30,Pending,0.18,220.22,1223.42
H1297,Jan,2025,2025-1297-01 to 2025-1297-30,Paid,0.18,299.98,1666.55
H1298,Feb,2025,2025-1298-01 to 2025-1298-30,Pending,0.18,354.57,1969.8300000000002
H1299,Mar,2025,2025-1299-01 to 2025-1299-30,Pending,0.18,339.9,1888.3600000000001
H1300,Apr,2025,2025-1300-01 to 2025-1300-30,Paid,0.18,251.8,1398.88
H1301,May,2025,2025-1301-01 to 2025-1301-30,Paid,0.18,326.52,1813.99
H1302,Jun,2025,2025-1302-01 to 2025-1302-30,Paid,0.18,205.09,1139.4099999999999
H1303,Jul,2025,2025-1303-01 to 2025-1303-30,Unpaid,0.18,310.72,1726.2199999999998
H1304,Aug,2025,2025-1304-01 to 2025-1304-30,Unpaid,0.18,220.48,1224.87
H1305,Sep,2025,2025-1305-01 to 2025-1305-30,Pending,0.18,223.86,1243.68
H1306,Oct,2025,2025-1306-01 to 2025-1306-30,Paid,0.18,221.58,1231.02
H1307,Nov,2025,2025-1307-01 to 2025-1307-30,Paid,0.18,347.81,1932.28
H1308,Dec,2025,2025-1308-01 to 2025-1308-30,Unpaid,0.18,222.88,1238.25
H1309,Jan,2025,2025-1309-01 to 2025-1309-30,Paid,0.18,247.56,1375.3500000000001
H1310,Feb,2025,2025-1310-01 to 2025-1310-30,Paid,0.18,265.17,1473.16
H1311,Mar,2025,2025-1311-01 to 2025-1311-30,Unpaid,0.18,318.74,1770.7700000000002
H1312,Apr,2025,2025-1312-01 to 2025-1312-30,Pending,0.18,305.27,1695.97
H1313,May,2025,2025-1313-01 to 2025-1313-30,Unpaid,0.18,227.15,1261.93
H1314,Jun,2025,2025-1314-01 to 2025-1314-30,Unpaid,0.18,246.1,1367.22
H1315,Jul,2025,2025-1315-01 to 2025-1315-30,Pending,0.18,291.67,1620.38
H1316,Aug,2025,2025-1316-01 to 2025-1316-30,Unpaid,0.18,216.78,1204.32
H1317,Sep,2025,2025-1317-01 to 2025-1317-30,Paid,0.18,227.39,1263.27
H1318,Oct,2025,2025-1318-01 to 2025-1318-30,Pending,0.18,292.16,1623.11
H1319,Nov,2025,2025-1319-01 to 2025-1319-30,Paid,0.18,320.99,1783.2599999999998
H1320,Dec,2025,2025-1320-01 to 2025-1320-30,Unpaid,0.18,228.03,1266.81
H1321,Jan,2025,2025-1321-01 to 2025-1321-30,Unpaid,0.18,337.61,1875.59
H1322,Feb,2025,2025-1322-01 to 2025-1322-30,Paid,0.18,316.83,1760.1600000000003
H1323,Mar,2025,2025-1323-01 to 2025-1323-30,Paid,0.18,269.3,1496.12
H1324,Apr,2025,2025-1324-01 to 2025-1324-30,Unpaid,0.18,244.0,1355.54
H1325,May,2025,2025-1325-01 to 2025-1325-30,Unpaid,0.18,264.41,1468.94
H1326,Jun,2025,2025-1326-01 to 2025-1326-30,Pending,0.18,257.72,1431.79
H1327,Jul,2025,2025-1327-01 to 2025-1327-30,Paid,0.18,289.9,1610.57
H1328,Aug,2025,2025-1328-01 to 2025-1328-30,Unpaid,0.18,305.92,1699.5299999999997
H1329,Sep,2025,2025-1329-01 to 2025-1329-30,Paid,0.18,258.78,1437.65
H1330,Oct,2025,2025-1330-01 to 2025-1330-30,Pending,0.18,241.01,1338.9199999999998
H1331,Nov,2025,2025-1331-01 to 2025-1331-30,Paid,0.18,347.15,1928.62
H1332,Dec,2025,2025-1332-01 to 2025-1332-30,Unpaid,0.18,286.5,1591.67
H1333,Jan,2025,2025-1333-01 to 2025-1333-30,Unpaid,0.18,229.64,1275.79
H1334,Feb,2025,2025-1334-01 to 2025-1334-30,Unpaid,0.18,310.35,1724.16
H1335,Mar,2025,2025-1335-01 to 2025-1335-30,Pending,0.18,201.61,1120.06
H1336,Apr,2025,2025-1336-01 to 2025-1336-30,Unpaid,0.18,298.97,1660.9299999999998
H1337,May,2025,2025-1337-01 to 2025-1337-30,Pending,0.18,273.21,1517.8400000000001
H1338,Jun,2025,2025-1338-01 to 2025-1338-30,Paid,0.18,259.78,1443.21
H1339,Jul,2025,2025-1339-01 to 2025-1339-30,Paid,0.18,229.21,1273.4099999999999
H1340,Aug,2025,2025-1340-01 to 2025-1340-30,Paid,0.18,236.7,1315.02
H1341,Sep,2025,2025-1341-01 to 2025-1341-30,Pending,0.18,247.99,1377.72
H1342,Oct,2025,2025-1342-01 to 2025-1342-30,Unpaid,0.18,282.54,1569.6599999999999
H1343,Nov,2025,2025-1343-01 to 2025-1343-30,Unpaid,0.18,348.31,1935.0800000000002
H1344,Dec,2025,2025-1344-01 to 2025-1344-30,Unpaid,0.18,318.18,1767.64
H1345,Jan,2025,2025-1345-01 to 2025-1345-30,Pending,0.18,318.51,1769.52
H1346,Feb,2025,2025-1346-01 to 2025-1346-30,Paid,0.18,347.47,1930.3799999999999
H1347,Mar,2025,2025-1347-01 to 2025-1347-30,Pending,0.18,315.59,1753.27
H1348,Apr,2025,2025-1348-01 to 2025-1348-30,Unpaid,0.18,267.44,1485.7599999999998
H1349,May,2025,2025-1349-01 to 2025-1349-30,Paid,0.18,233.88,1299.33
H1350,Jun,2025,2025-1350-01 to 2025-1350-30,Unpaid,0.18,285.9,1588.3100000000002
H1351,Jul,2025,2025-1351-01 to 2025-1351-30,Unpaid,0.18,356.76,1981.9900000000002
H1352,Aug,2025,2025-1352-01 to 2025-1352-30,Pending,0.18,208.62,1159.0
H1353,Sep,2025,2025-1353-01 to 2025-1353-30,Paid,0.18,318.67,1770.38
H1354,Oct,2025,2025-1354-01 to 2025-1354-30,Unpaid,0.18,306.01,1700.08
H1355,Nov,2025,2025-1355-01 to 2025-1355-30,Pending,0.18,260.08,1444.9099999999999
H1356,Dec,2025,2025-1356-01 to 2025-1356-30,Unpaid,0.18,243.43,1352.3999999999999
H1357,Jan,2025,2025-1357-01 to 2025-1357-30,Paid,0.18,281.03,1561.3
H1358,Feb,2025,2025-1358-01 to 2025-1358-30,Paid,0.18,238.73,1326.2700000000002
H1359,Mar,2025,2025-1359-01 to 2025-1359-30,Paid,0.18,235.58,1308.79
H1360,Apr,2025,2025-1360-01 to 2025-1360-30,Paid,0.18,330.71,1837.2799999999997
