household_id,kwh_usage_fridge,kwh_usage_heater,kwh_usage_AC,kwh_usage_washer,kwh_usage_dryer,kwh_usage_oven,kwh_usage_microwave,kwh_usage_TV,kwh_usage_computer,kwh_usage_lighting
H1138,36.49,207.47,177.56,283.71,226.5,127.38,164.11,117.81,174.35,295.16
H1139,139.72,294.84,225.42,44.61,240.36,206.56,114.66,276.34,13.57,125.47
H1140,205.88,36.8,170.72,228.16,262.27,262.93,259.79,130.59,236.37,278.06
H1141,44.61,72.18,286.18,103.59,52.92,153.63,159.24,295.53,26.89,278.18
H1142,74.12,187.52,244.13,30.44,195.3,132.24,267.96,215.26,59.05,123.85
H1143,200.04,43.36,165.53,66.92,85.63,229.91,31.85,133.41,236.78,288.82
H1144,45.96,125.98,74.81,289.93,290.82,124.16,150.83,193.68,229.92,55.55
H1145,60.97,247.24,54.66,116.19,93.73,257.8,45.45,148.45,10.75,202.68
H1146,134.6,191.75,153.31,59.89,25.4,142.02,96.51,85.9,137.2,122.15
H1147,134.73,21.74,151.71,296.21,185.78,257.92,145.1,66.95,221.5,228.46
H1148,45.19,289.75,19.9,223.7,72.75,226.18,208.08,80.51,220.18,207.53
H1149,97.07,41.45,85.89,194.31,90.35,126.95,161.96,239.86,158.63,121.73
H1150,91.73,71.32,248.48,154.27,79.87,181.23,222.15,259.74,95.76,162.83
H1151,142.59,297.14,153.9,54.12,47.12,38.46,145.98,116.61,129.8,219.98
H1152,189.13,189.32,208.27,37.74,49.41,124.39,38.73,79.88,142.42,224.53
H1153,175.22,207.54,220.42,265.64,186.54,289.36,157.4,149.98,266.91,71.76
H1154,13.92,228.93,103.23,293.42,76.62,248.72,45.5,128.63,156.78,64.79
H1155,119.51,193.52,24.12,261.8,121.65,10.12,91.71,35.2,68.1,151.19
H1156,98.92,249.46,243.87,275.74,67.46,136.62,104.86,72.32,179.43,82.11
H1157,268.9,92.15,84.6,290.71,256.1,63.51,187.55,16.1,195.27,186.82
H1158,101.11,199.98,116.45,153.83,163.27,23.4,101.28,230.64,179.9,277.67
H1159,45.84,125.54,92.82,14.95,198.79,138.98,256.83,93.8,125.1,289.48
H1160,27.04,273.84,253.7,131.77,164.71,277.28,60.05,177.87,51.44,144.32
H1161,258.43,297.06,71.84,64.92,129.01,163.46,278.69,292.6,191.55,202.79
H1162,87.95,185.81,208.51,282.41,137.13,167.93,234.17,202.22,267.55,226.2
H1163,88.99,235.82,74.55,259.45,293.77,240.82,146.52,157.53,41.53,193.7
H1164,203.87,108.44,168.01,92.83,293.06,245.21,123.01,143.76,173.92,223.15
H1165,236.63,78.62,124.9,207.16,10.57,137.49,76.81,291.85,268.74,245.33
H1166,187.46,41.77,48.89,58.28,60.36,163.74,235.72,200.83,36.14,120.52
H1167,158.73,269.85,76.93,214.9,261.89,242.91,104.58,236.7,70.97,288.16
H1168,197.21,236.42,26.9,146.09,211.15,187.66,117.54,157.59,190.64,113.15
H1169,211.43,120.14,213.95,120.59,257.59,276.98,300.0,166.59,35.68,67.67
H1170,261.47,81.48,134.59,170.07,101.57,39.86,63.54,143.36,197.91,194.06
H1171,278.59,34.87,291.15,26.18,56.15,215.82,133.42,286.43,93.8,249.18
H1172,53.53,149.76,265.72,79.56,15.93,229.81,157.3,122.27,74.06,189.74
H1173,255.88,119.3,162.89,197.88,263.97,128.37,156.16,211.21,216.03,22.68
H1174,227.16,184.14,268.48,277.33,246.95,256.66,34.24,182.82,253.11,227.99
H1175,95.1,299.4,228.23,26.32,122.49,213.62,118.57,106.28,233.02,205.03
H1176,55.53,298.29,71.86,184.58,151.26,151.0,61.45,77.11,146.15,228.11
H1177,287.09,279.86,273.72,209.47,34.64,212.15,89.05,108.26,85.88,149.53
H1178,42.89,136.51,158.77,116.03,282.03,280.8,197.76,250.3,104.29,233.13
H1179,104.57,209.38,137.0,149.7,100.45,34.37,167.42,280.55,113.39,77.33
H1180,123.87,163.78,180.82,164.18,109.56,46.38,173.52,102.79,133.68,68.26
H1181,209.82,295.43,218.23,205.48,60.05,216.55,71.25,60.8,128.4,64.59
H1182,140.5,13.25,162.34,60.25,266.23,86.68,49.35,68.36,251.48,228.73
H1183,245.66,95.26,80.97,28.77,157.91,54.77,152.65,261.55,275.57,257.85
H1184,255.21,80.59,64.56,241.33,58.69,293.68,296.44,281.16,72.65,134.44
H1185,258.37,91.34,103.43,123.06,261.0,257.54,141.42,73.79,224.29,68.61
H1186,260.47,118.61,291.57,19.36,287.67,186.37,269.17,298.97,211.44,232.76
H1187,87.83,294.92,84.33,224.88,99.0,274.08,68.77,92.69,276.69,58.78
H1188,251.26,95.92,177.16,128.77,39.4,295.64,82.27,276.43,244.8,255.29
H1189,55.1,30.79,120.27,35.12,86.79,271.7,31.97,207.62,97.34,150.57
H1190,288.91,58.13,147.91,233.2,66.26,160.0,240.96,155.61,184.87,265.29
H1191,44.09,105.36,298.28,95.61,63.57,71.33,166.65,222.42,100.41,28.06
H1192,78.86,127.64,200.74,188.54,292.31,194.9,81.74,60.29,197.04,88.07
H1193,192.8,224.44,271.01,98.03,99.0,116.59,191.95,33.8,74.56,58.06
H1194,119.04,235.69,82.12,79.71,187.81,20.77,106.1,290.66,92.8,105.82
H1195,77.75,279.9,99.04,112.4,13.65,198.4,116.07,81.39,132.88,58.4
H1196,288.93,20.34,198.85,227.17,50.62,27.15,66.66,126.56,281.04,205.84
H1197,27.14,253.67,115.49,139.7,32.24,40.08,53.76,249.89,160.12,202.0
H1198,279.73,21.2,272.25,39.23,191.55,91.16,98.08,203.04,279.18,295.48
H1199,32.43,95.53,12.22,107.78,92.18,59.53,178.64,138.53,129.46,178.57
H1200,16.49,252.15,39.55,259.57,190.43,220.74,191.56,94.41,111.64,125.23
H1201,254.9,84.52,134.37,272.58,193.92,82.45,133.23,117.27,273.98,142.06
H1202,281.71,97.28,161.8,165.07,98.64,62.57,241.21,102.41,231.46,139.88
H1203,271.32,255.71,244.53,72.41,100.98,17.86,218.03,164.18,75.77,293.16
H1204,258.22,240.86,12.97,56.12,22.44,25.07,161.56,289.26,68.71,273.35
H1205,173.4,96.38,99.6,220.75,277.22,48.42,204.74,131.21,120.06,209.8
H1206,217.33,129.0,293.01,294.35,192.54,130.56,50.84,214.36,254.8,11.82
H1207,22.58,89.65,240.22,175.22,201.08,159.45,53.39,111.28,275.78,286.74
H1208,142.3,83.06,201.17,255.48,292.64,295.11,39.47,247.35,203.81,245.7
H1209,164.27,224.36,85.11,284.98,115.54,248.7,71.68,127.99,266.76,273.68
H1210,75.76,261.52,196.24,291.49,39.39,190.5,12.94,14.82,222.36,118.98
H1211,208.87,57.05,72.63,136.22,180.87,125.22,61.11,69.21,102.58,97.92
H1212,98.6,209.16,204.21,277.12,247.36,38.34,283.44,282.15,168.45,223.0
H1213,133.09,198.42,297.51,115.73,269.76,109.85,288.76,30.05,226.81,299.43
H1214,70.84,63.36,208.15,106.16,66.49,58.6,13.21,257.97,221.24,62.36
H1215,102.89,101.15,29.47,254.94,69.34,46.29,181.19,31.81,263.63,179.34
H1216,176.69,241.69,201.85,122.54,29.29,210.53,69.94,259.88,127.74,24.16
H1217,250.14,275.12,269.51,276.3,18.28,108.5,252.41,102.99,223.06,181.97
H1218,237.39,253.38,293.62,271.04,92.45,269.59,116.39,25.79,222.7,105.49
H1219,92.83,219.45,189.66,252.17,51.03,193.15,256.8,111.69,23.9,129.56
H1220,63.64,103.51,112.48,160.48,53.01,97.44,125.88,32.72,248.18,265.13
H1221,208.15,10.65,299.17,146.87,34.81,133.25,197.24,240.26,217.44,250.81
H1222,216.7,99.6,14.03,55.79,188.27,171.38,177.64,210.09,133.46,123.24
H1223,147.47,192.51,274.81,146.22,87.11,146.26,271.26,291.85,279.01,215.04
H1224,214.08,275.88,62.76,124.77,62.57,240.08,23.2,92.16,105.86,149.21
H1225,138.82,186.16,118.3,250.45,40.68,263.67,100.75,73.34,228.39,16.96
H1226,248.95,161.64,294.64,75.59,251.84,257.85,46.09,283.8,185.1,101.08
H1227,119.02,254.43,33.15,243.53,148.94,162.76,115.11,87.52,226.58,17.86
H1228,105.17,233.31,173.73,226.92,173.13,146.41,68.33,209.94,225.39,54.85
H1229,209.89,101.88,158.03,265.45,22.88,222.23,144.26,25.37,181.01,292.38
H1230,66.96,169.7,141.23,109.74,168.73,48.73,188.3,199.49,155.69,174.81
H1231,261.98,174.28,94.67,230.12,260.86,50.24,42.03,141.87,30.12,193.08
H1232,187.91,219.28,121.28,263.76,231.63,29.72,119.4,82.24,32.86,193.09
H1233,56.88,21.49,13.24,110.36,257.95,174.39,222.57,33.4,65.28,292.27
H1234,140.41,58.5,252.33,108.97,289.06,160.8,86.98,57.93,259.71,171.93
H1235,274.09,96.42,184.26,156.09,33.59,198.89,67.44,149.13,18.69,164.89
H1236,21.37,20.12,41.2,233.68,228.0,46.42,123.98,56.94,135.78,135.59
H1237,165.15,69.63,228.71,29.5,243.66,242.84,90.47,176.1,258.73,233.54
H1238,137.68,25.48,71.58,68.44,109.69,80.19,111.39,219.64,94.07,200.83
H1239,254.66,57.36,287.2,230.66,150.21,64.79,196.11,165.77,155.62,104.83
H1240,204.67,39.37,35.02,239.76,192.35,196.3,14.34,103.56,105.87,291.21
H1241,38.9,45.07,212.37,179.19,238.8,247.38,196.93,77.26,157.43,20.28
H1242,20.57,96.22,241.63,270.41,158.88,188.11,53.79,118.33,84.63,91.9
H1243,80.11,261.97,256.28,202.83,116.78,118.69,149.23,117.11,17.63,297.04
H1244,208.84,254.39,89.7,283.27,137.6,183.0,176.5,10.44,165.52,243.14
H1245,184.74,47.56,153.98,116.56,136.22,158.65,243.6,133.9,298.18,174.33
H1246,292.28,237.58,89.42,114.22,190.69,187.49,51.82,117.76,86.18,247.23
H1247,217.29,85.1,26.47,90.65,253.24,45.57,154.73,10.08,14.96,81.84
H1248,213.25,34.77,83.38,151.51,281.68,10.11,285.97,62.22,78.88,24.63
H1249,15.39,100.33,227.75,96.11,99.61,55.29,28.23,133.94,125.12,67.15
H1250,165.09,132.87,249.52,192.57,129.4,144.48,57.27,265.63,237.82,58.95
H1251,288.61,299.2,45.58,110.54,286.4,207.14,181.2,194.69,108.17,79.67
H1252,278.59,128.07,115.3,121.81,66.0,266.27,246.86,45.68,234.13,270.94
H1253,65.01,222.58,10.86,179.67,153.68,153.51,149.6,38.86,128.57,78.26
H1254,79.4,212.03,289.91,188.69,286.23,258.92,159.95,26.83,204.61,181.86
H1255,30.72,115.1,170.99,260.42,160.93,57.91,136.98,68.93,31.06,159.21
H1256,208.44,99.39,262.98,88.07,252.33,202.12,198.71,253.34,77.33,251.46
H1257,69.75,88.34,168.94,180.19,23.21,150.26,10.43,197.6,50.34,207.3
H1258,162.28,132.74,218.69,240.47,106.04,238.81,101.59,149.52,39.67,15.74
H1259,31.71,153.67,150.56,201.33,73.87,257.34,157.82,235.04,177.38,113.81
H1260,102.86,200.73,249.87,78.9,38.33,186.25,159.47,137.66,54.13,257.04
H1261,287.8,147.17,82.21,179.66,180.31,145.62,82.62,194.88,76.73,185.3
H1262,90.83,38.47,79.17,125.0,261.75,42.28,188.73,279.75,276.78,34.5
H1263,207.23,156.39,38.52,223.72,13.85,14.26,183.09,246.47,44.42,179.42
H1264,126.04,272.58,186.27,139.86,152.79,272.97,207.9,254.21,21.77,44.28
H1265,179.96,56.71,164.89,224.46,121.05,68.51,217.07,146.52,240.8,42.97
H1266,181.44,10.12,28.03,35.05,60.2,66.19,109.72,31.02,254.03,292.81
H1267,112.12,229.53,132.48,277.54,11.22,46.8,127.71,227.46,187.71,188.41
H1268,113.76,275.77,284.59,166.71,34.2,167.0,211.04,47.53,135.38,61.45
H1269,285.94,34.28,209.6,157.58,81.62,101.11,83.56,56.04,42.66,88.76
H1270,94.99,209.48,24.17,54.98,169.12,234.1,57.11,172.35,188.3,285.91
H1271,70.41,53.8,281.06,237.02,175.49,152.17,243.25,203.03,282.17,292.0
H1272,145.92,269.52,108.74,294.95,234.32,96.64,295.24,253.09,117.82,116.25
H1273,95.88,268.32,235.33,255.32,36.24,269.28,51.77,73.8,76.57,133.72
H1274,200.33,40.42,199.47,28.25,76.59,294.74,63.02,294.13,90.84,135.76
H1275,253.15,79.41,78.4,274.31,150.56,45.84,298.66,265.11,226.54,22.04
H1276,125.84,85.8,283.21,211.98,185.8,217.0,22.09,276.84,183.34,109.8
H1277,237.82,36.88,25.13,108.29,177.61,108.29,182.16,291.43,38.85,216.28
H1278,49.53,16.04,213.9,14.86,212.28,282.52,177.27,20.47,132.16,72.18
H1279,183.98,259.28,289.52,176.86,263.89,198.7,74.2,206.56,208.89,245.75
H1280,192.17,53.9,185.97,65.82,291.29,27.19,17.3,24.99,233.2,194.07
H1281,135.14,187.58,227.09,144.47,185.95,296.34,278.34,265.42,94.24,216.02
H1282,74.77,30.7,84.01,100.22,164.84,207.18,243.34,187.93,172.48,119.02
H1283,100.98,228.34,57.16,146.53,44.22,66.24,166.87,63.31,35.78,21.82
H1284,226.96,136.42,77.47,267.63,94.4,107.48,245.23,177.34,108.23,31.22
H1285,265.67,233.03,283.9,216.89,38.34,57.01,273.32,280.62,297.27,195.93
H1286,275.98,212.9,17.99,291.32,204.04,167.98,294.06,226.39,87.4,108.77
H1287,180.58,245.27,117.05,145.86,21.83,15.89,283.33,249.17,39.57,250.75
H1288,194.17,65.99,171.03,131.62,73.3,124.67,187.88,125.34,221.64,159.79
H1289,33.55,82.05,230.47,247.24,131.11,243.14,279.22,254.12,277.12,181.25
H1290,204.78,275.02,261.4,70.82,202.0,241.05,133.63,93.74,21.99,275.95
H1291,148.25,172.77,28.25,50.63,45.07,248.73,178.81,241.01,165.23,164.37
H1292,172.45,12.67,262.86,215.37,18.94,228.31,32.3,175.01,74.48,131.65
H1293,265.02,18.61,34.3,285.89,296.13,107.81,253.14,63.43,87.85,158.8
H1294,186.13,64.86,15.53,290.84,226.86,298.06,205.12,15.88,235.67,93.58
H1295,189.93,99.75,182.14,216.42,162.67,227.86,25.72,110.4,118.84,237.88
H1296,33.03,14.35,127.58,280.3,71.77,109.93,274.71,260.49,12.64,38.62
H1297,88.5,249.04,82.6,224.94,203.39,208.96,42.95,252.62,79.37,234.18
H1298,231.52,147.5,105.35,196.91,289.75,266.66,297.36,283.05,78.17,73.56
H1299,232.45,171.08,284.05,179.86,284.91,250.53,129.49,236.65,15.18,104.16
H1300,105.33,149.49,246.0,65.3,51.85,219.3,29.03,180.54,254.67,97.37
H1301,279.75,135.1,204.93,224.25,214.14,82.83,61.09,91.46,254.74,265.7
H1302,114.76,102.28,266.36,141.38,104.52,95.41,154.05,34.24,89.32,37.09
H1303,238.16,192.23,43.73,269.1,277.97,266.6,271.74,27.01,119.56,20.12
H1304,11.12,167.89,186.03,59.59,96.41,66.22,81.62,88.87,269.1,198.02
H1305,27.82,86.39,18.1,17.25,255.27,53.51,170.09,96.2,244.6,274.45
H1306,102.89,155.9,19.72,155.94,60.53,225.78,11.37,66.68,149.54,282.67
H1307,219.19,131.57,124.07,251.53,119.41,177.55,203.42,253.94,162.78,288.82
H1308,139.27,33.86,149.17,77.18,177.34,68.75,261.36,131.3,16.65,183.37
H1309,195.91,71.2,107.81,246.88,88.06,94.43,13.46,58.87,293.76,204.97
H1310,44.43,230.09,134.34,274.02,97.07,265.96,264.9,62.7,10.66,88.99
H1311,79.55,212.15,117.69,250.51,284.83,183.13,180.39,264.11,95.42,102.99
H1312,136.69,113.62,155.8,148.7,83.23,222.98,220.37,189.17,185.72,239.69
H1313,13.5,97.52,80.73,282.6,17.31,298.33,25.09,266.31,94.98,85.56
H1314,268.46,16.98,162.91,74.86,152.02,49.07,137.44,100.94,214.88,189.66
H1315,294.64,118.93,223.89,103.75,170.71,242.81,50.8,74.48,163.15,177.22
H1316,154.22,13.64,17.03,84.05,118.98,151.94,145.27,234.71,246.99,37.49
H1317,112.48,254.92,18.4,261.73,37.57,92.94,143.17,39.27,258.82,43.97
H1318,266.18,259.64,225.5,192.08,185.91,137.77,58.01,124.94,55.78,117.3
H1319,267.67,226.08,79.03,276.11,85.57,234.87,22.34,230.54,268.94,92.11
H1320,265.57,176.15,25.73,45.49,36.8,186.49,196.4,277.47,44.3,12.41
H1321,208.85,40.75,71.01,202.54,282.0,56.25,296.03,299.06,215.16,203.94
H1322,192.17,134.41,192.13,100.11,216.8,231.92,160.64,67.81,234.66,229.51
H1323,261.25,129.13,223.14,25.76,105.72,122.44,204.14,59.87,193.7,170.97
H1324,95.27,32.5,287.69,249.62,101.5,138.49,285.16,83.15,53.3,28.86
H1325,43.38,10.49,131.91,171.61,255.45,243.36,164.45,171.64,23.96,252.69
H1326,127.83,219.49,111.51,43.35,211.75,16.73,199.81,235.58,86.26,179.48
H1327,241.26,288.59,135.61,83.34,70.45,154.24,113.28,105.49,218.73,199.58
H1328,221.32,144.35,141.12,219.06,221.59,194.57,92.32,61.96,117.84,285.4
H1329,242.17,121.01,134.03,26.21,123.16,151.92,60.69,287.44,31.28,259.74
H1330,98.69,123.43,101.43,74.77,65.86,177.83,265.98,120.34,238.87,71.72
H1331,66.0,164.29,202.99,298.5,286.59,283.93,283.08,23.87,103.18,216.19
H1332,282.72,128.71,194.73,31.66,278.0,85.3,146.55,12.58,259.51,171.91
H1333,51.45,97.89,45.34,73.15,50.72,112.39,294.36,171.11,255.88,123.5
H1334,109.66,165.32,198.47,285.64,23.78,275.08,20.93,286.48,268.14,90.66
H1335,28.73,222.17,153.2,10.02,139.87,10.17,190.27,227.31,37.8,100.52
H1336,129.08,118.22,162.42,194.81,108.85,134.03,204.02,203.73,292.15,113.62
H1337,18.86,17.38,182.04,294.22,252.75,230.43,113.16,28.8,254.55,125.65
H1338,39.44,248.44,22.89,287.68,52.11,47.5,252.88,182.35,233.16,76.76
H1339,292.27,94.4,91.98,28.91,271.53,95.87,26.37,25.5,153.98,192.6
H1340,218.92,165.88,36.16,102.49,26.18,187.85,272.74,59.81,95.4,149.59
H1341,68.94,50.11,147.7,195.01,281.65,107.04,63.97,170.47,277.86,14.97
H1342,122.14,240.89,47.91,247.65,261.64,172.32,48.34,85.47,271.05,72.25
H1343,209.42,264.0,262.4,14.85,279.23,163.19,296.53,117.23,172.75,155.48
H1344,150.25,129.19,249.21,201.7,112.04,55.08,171.24,277.15,189.51,232.27
H1345,56.51,238.98,114.55,287.16,75.32,278.29,75.24,174.04,294.89,174.54
H1346,251.24,247.83,126.52,192.65,240.1,298.04,37.26,244.65,52.57,239.52
H1347,299.68,54.59,112.67,293.14,261.55,31.95,70.4,225.99,157.47,245.83
H1348,56.12,236.4,74.42,188.88,130.78,167.22,178.16,109.84,134.33,209.61
H1349,190.31,104.37,120.38,198.33,102.67,76.9,153.58,13.6,154.9,184.29
H1350,80.05,202.64,253.93,58.33,106.7,254.05,93.43,200.79,137.21,201.18
H1351,275.12,95.94,284.35,51.46,268.62,216.81,198.08,193.41,249.33,148.87
H1352,154.11,75.6,192.1,20.81,171.01,41.48,34.3,156.22,98.85,214.52
H1353,172.18,187.22,213.15,57.24,165.01,232.98,288.94,126.44,294.74,32.48
H1354,281.69,62.14,150.54,19.46,96.93,50.22,199.56,259.99,291.72,287.83
H1355,122.0,147.75,67.8,194.43,239.75,165.41,145.86,14.6,60.05,287.26
H1356,264.07,76.98,78.0,15.48,290.53,15.31,271.36,27.83,216.56,96.28
H1357,242.99,259.31,50.79,40.1,12.07,197.43,220.66,293.89,58.32,185.74
H1358,109.37,231.53,146.32,129.86,15.1,231.72,65.33,27.96,208.38,160.7
H1359,42.83,82.79,66.21,183.86,28.48,65.09,246.93,293.93,276.32,22.35
H1360,76.48,165.9,221.44,229.44,24.49,69.35,240.43,269.13,250.72,289.9
H1361,63.14,112.64,256.87,207.65,278.17,92.84,230.64,65.43,206.06,56.23
H1362,79.1,255.43,57.2,98.98,288.31,286.15,93.81,18.58,50.14,181.94
H1363,51.35,117.57,242.79,264.03,133.89,189.65,233.81,219.75,171.26,200.05
H1364,237.98,248.79,33.85,244.45,57.06,57.37,103.33,288.1,82.06,45.21
H1365,13.23,181.85,145.53,196.19,46.21,247.33,124.54,88.8,210.14,48.98
H1366,111.64,148.28,82.23,35.44,29.27,209.43,183.92,125.12,69.49,63.7
H1367,284.58,252.88,216.57,298.63,31.12,293.12,174.26,175.69,46.22,199.24
H1368,127.0,111.28,69.5,246.42,67.45,12.77,197.72,204.91,298.42,153.35
H1369,152.51,175.99,176.64,110.42,207.77,263.27,164.56,31.27,210.71,62.01
H1370,128.58,27.69,237.52,181.62,107.94,74.01,190.0,157.62,127.98,111.49
H1371,22.99,177.59,103.94,252.35,14.94,12.89,289.91,148.32,197.08,214.33
H1372,84.41,91.02,203.56,32.59,216.01,96.9,122.64,83.79,269.93,169.9
H1373,49.63,225.54,138.23,83.89,275.36,34.13,213.14,169.34,50.86,42.15
H1374,296.94,126.67,25.64,244.89,248.01,63.13,105.86,190.32,36.0,290.16
H1375,261.78,70.42,35.24,280.87,257.7,199.94,148.23,35.51,77.56,236.29
H1376,240.34,192.44,211.84,182.69,291.43,78.24,198.76,277.86,175.58,51.65
H1377,39.63,162.66,143.86,18.95,10.4,159.0,71.61,52.48,162.1,146.34
H1378,158.06,106.45,188.17,146.64,176.3,243.61,55.43,52.19,117.06,189.91
H1379,272.95,79.83,16.84,125.95,162.67,235.19,140.77,220.26,102.49,244.33
H1380,203.89,89.88,207.05,58.17,208.28,134.64,292.4,54.29,45.47,69.42
H1381,55.77,221.79,72.34,93.59,192.18,260.02,135.97,75.65,222.96,13.55
H1382,183.26,252.68,255.4,238.63,198.42,239.84,269.05,211.16,271.03,203.44
H1383,35.51,236.74,153.33,286.73,261.42,204.74,239.11,253.7,106.3,269.29
H1384,79.24,245.46,22.52,222.04,97.91,163.77,206.6,143.98,246.43,121.02
H1385,249.28,15.0,67.22,16.59,253.03,161.69,185.65,172.71,247.15,27.55
H1386,299.77,81.73,89.95,61.1,48.9,135.39,37.06,55.38,104.52,244.88
H1387,67.01,157.65,103.65,41.81,150.82,25.92,299.94,170.45,134.97,38.98
H1388,228.15,168.51,76.36,80.6,298.91,132.28,106.51,20.77,144.9,155.27
H1389,279.11,184.06,83.58,142.6,245.88,119.67,136.62,102.59,221.94,233.48
H1390,287.43,27.65,260.15,191.99,61.19,110.89,144.28,153.64,272.05,26.99
H1391,26.5,159.99,245.06,25.27,43.87,206.92,19.76,38.16,212.29,211.43
H1392,55.2,55.89,208.77,185.62,225.01,292.83,275.04,209.29,63.08,283.81
H1393,184.28,98.25,286.4,251.57,251.02,15.69,183.53,76.48,171.02,133.24
H1394,11.25,18.12,221.46,292.62,158.6,98.84,67.45,285.43,284.44,21.2
H1395,184.46,49.17,81.01,230.88,202.13,275.21,241.71,220.05,207.22,191.32
H1396,254.98,282.07,77.54,205.82,72.26,244.14,214.4,164.34,235.14,151.62
H1397,144.15,169.9,218.31,154.89,203.8,50.67,229.39,68.41,187.9,117.48
H1398,163.1,246.57,269.07,96.61,223.08,94.05,296.78,294.75,212.01,251.26
H1399,149.83,48.14,156.54,141.42,265.91,237.36,33.46,180.41,210.56,238.6
H1400,130.44,48.76,101.13,159.98,43.62,117.89,290.42,277.4,144.9,162.73
H1401,43.86,90.83,210.56,52.67,186.19,81.61,33.29,78.17,220.59,287.84
H1402,214.71,223.26,110.24,113.48,140.82,118.29,173.87,24.02,247.59,78.37
H1403,170.6,172.37,75.07,12.26,21.8,175.0,155.49,233.51,103.35,68.65
H1404,126.74,175.61,172.46,96.04,250.96,117.06,217.45,149.64,136.07,98.97
H1405,122.77,239.3,145.78,252.07,244.45,19.5,149.11,261.67,11.83,70.52
H1406,87.95,163.11,139.14,89.59,114.13,139.62,274.75,273.98,31.47,83.72
H1407,163.35,199.76,68.8,247.46,210.04,233.72,133.9,229.45,57.75,117.87
H1408,78.16,232.07,100.97,185.3,52.99,92.4,112.43,192.94,63.1,135.61
H1409,159.41,42.98,260.91,127.4,168.52,268.05,130.0,189.93,75.9,209.55
H1410,63.03,19.65,14.12,103.08,168.19,180.95,227.53,13.8,198.91,56.77
H1411,112.96,142.83,183.2,51.76,33.94,264.52,124.72,14.49,63.13,139.91
H1412,79.69,244.4,246.52,133.44,242.16,192.87,272.09,270.35,268.85,104.72
H1413,59.78,130.34,229.8,291.42,255.77,145.4,198.19,39.86,17.29,148.06
H1414,152.96,167.1,225.67,296.82,298.87,221.34,183.55,128.53,262.32,176.78
H1415,179.97,87.56,254.46,247.12,265.16,71.52,10.37,51.77,106.8,209.93
H1416,155.3,82.39,206.17,150.11,22.77,272.7,256.51,205.55,199.03,234.26
H1417,13.36,37.5,284.76,204.47,76.89,79.61,94.47,293.35,166.64,154.05
H1418,31.78,25.77,297.37,19.14,75.46,239.64,241.58,72.17,136.83,157.66
H1419,232.62,275.35,170.93,272.75,133.2,160.83,102.23,24.0,143.91,134.54
H1420,192.04,150.3,285.97,175.96,78.66,164.47,133.15,65.08,61.85,169.53
H1421,206.72,287.01,138.46,109.8,106.51,111.76,236.37,187.61,28.0,168.58
H1422,122.44,247.23,41.29,54.12,61.41,258.83,191.46,65.14,49.64,233.2
H1423,209.51,60.34,136.76,81.73,67.37,219.97,185.49,75.4,39.41,218.22
H1424,193.33,287.19,68.54,116.8,277.94,61.07,244.6,265.91,138.45,196.96
H1425,109.15,299.11,211.84,68.81,145.83,69.52,199.75,86.02,298.84,25.7
H1426,14.28,222.85,287.22,88.82,44.41,189.12,120.1,112.26,296.39,72.68
H1427,182.1,254.46,130.81,52.97,142.74,247.08,189.31,94.52,79.93,288.26
H1428,160.51,14.35,266.73,13.49,254.65,117.87,266.6,30.6,265.36,168.23
H1429,260.78,163.49,297.99,198.28,286.55,39.72,202.94,256.1,113.37,104.02
H1430,76.06,232.55,268.36,195.69,55.11,37.33,42.59,18.19,93.11,82.73
H1431,219.03,143.59,273.27,173.55,268.58,203.64,39.16,39.17,145.82,98.88
H1432,131.16,284.31,215.13,38.55,284.62,158.89,45.67,212.74,62.92,62.49
H1433,15.06,45.87,248.53,275.83,158.62,81.29,101.71,100.8,77.21,256.69
H1434,148.82,177.55,168.41,278.71,266.18,167.33,79.78,144.94,15.44,248.67
H1435,185.55,153.77,159.05,118.74,169.87,271.45,248.36,136.67,150.82,287.27
H1436,283.13,146.13,25.25,283.48,282.92,155.26,286.17,61.1,134.5,249.69
H1437,283.62,108.3,195.2,87.33,27.34,89.78,266.21,28.32,21.91,252.53
H1438,150.46,26.87,289.58,158.73,212.92,42.11,100.84,153.81,185.74,275.67
H1439,13.39,243.49,58.29,41.78,143.11,21.26,86.8,15.3,212.54,88.55
H1440,177.11,36.68,225.73,298.81,257.45,162.41,132.58,151.55,140.46,108.89
H1441,76.56,241.24,176.2,236.62,213.94,293.89,192.8,125.84,210.29,112.79
H1442,213.27,112.8,174.71,15.6,49.35,112.13,211.59,191.39,99.62,171.74
H1443,96.3,253.68,189.6,66.27,83.98,285.48,278.19,205.94,269.17,240.5
H1444,91.56,148.85,258.34,40.22,111.65,213.85,140.89,261.93,114.16,96.93
H1445,25.07,159.71,222.25,192.26,127.17,70.58,71.84,256.74,191.98,257.04
H1446,293.67,232.1,264.77,249.99,248.53,226.83,222.28,31.94,283.48,238.39
H1447,253.98,50.74,283.72,171.82,13.91,239.81,207.01,202.94,236.65,205.19
H1448,82.57,223.48,186.98,84.26,131.82,26.55,277.88,95.51,78.4,100.35
H1449,214.48,89.44,96.19,76.25,217.59,200.03,282.4,116.44,57.69,83.77
